ms,pos,steps,strain,g
0,0.000,200,-64.00,0.235
2,0.000,200,-58.00,0.238
22,0.000,200,-45.00,0.245
124,0.000,200,63.00,0.304
225,0.000,200,249.00,0.404
326,0.000,200,317.00,0.440
428,0.000,200,387.00,0.478
530,0.000,200,383.00,0.476
632,0.000,200,412.00,0.492
733,0.000,200,440.00,0.507
834,0.000,200,505.00,0.542
936,0.000,200,552.00,0.567
1037,0.000,200,591.00,0.588
1139,0.000,200,583.00,0.584
1241,0.000,200,614.00,0.601
1342,0.000,200,726.00,0.661
1444,0.000,200,760.00,0.679
1545,0.000,200,758.00,0.678
1646,0.000,200,774.00,0.687
1748,0.000,200,859.00,0.733
1849,0.000,200,924.00,0.768
1951,0.000,200,937.00,0.775
2052,0.000,200,1004.00,0.811
2154,0.000,200,1087.00,0.856
2256,0.000,200,1111.00,0.868
2357,0.000,200,1134.00,0.881
2458,0.000,200,1217.00,0.926
2560,0.000,200,1242.00,0.939
2661,0.000,200,1268.00,0.953
2763,0.000,200,1330.00,0.987
2865,0.000,200,1389.00,1.018
2966,0.000,200,1467.00,1.060
3068,0.000,200,1527.00,1.093
3169,0.000,200,1579.00,1.121
3270,0.000,200,1688.00,1.180
3372,0.000,200,1747.00,1.211
3473,0.000,200,1805.00,1.243
3575,0.000,200,1889.00,1.288
3677,0.000,200,1968.00,1.330
3778,0.000,200,2060.00,1.380
3880,0.000,200,2183.00,1.446
3981,0.000,200,2241.00,1.478
4083,0.000,200,2350.00,1.536
4184,0.000,200,2485.00,1.609
4285,0.000,200,2552.00,1.645
4387,0.000,200,2670.00,1.709
4489,0.000,200,2830.00,1.795
4590,0.000,200,2954.00,1.862
4692,0.000,200,3078.00,1.929
4793,0.000,200,3210.00,2.000
4895,0.000,200,3369.00,2.086
4996,0.000,200,3529.00,2.172
5097,0.000,200,3594.00,2.207
5199,0.000,200,3451.00,2.130
5301,0.000,200,3167.00,1.977