ms,pos,steps,strain,g
0,0.000,200,-4.00,0.267
3,0.000,200,12.00,0.276
61,0.000,200,47.00,0.295
162,0.000,200,178.00,0.365
265,0.000,200,327.00,0.446
366,0.000,200,424.00,0.498
467,0.000,200,474.00,0.525
569,0.000,200,556.00,0.569
670,0.000,200,634.00,0.611
772,0.000,200,651.00,0.620
873,0.000,200,629.00,0.609
974,0.000,200,663.00,0.627
1077,0.000,200,723.00,0.659
1178,0.000,200,729.00,0.663
1279,0.000,200,695.00,0.644
1381,0.000,200,709.00,0.652
1482,0.000,200,745.00,0.671
1584,0.000,200,763.00,0.681
1685,0.000,200,783.00,0.692
1786,0.000,200,808.00,0.705
1888,0.000,200,827.00,0.715
1989,0.000,200,787.00,0.694
2091,0.000,200,758.00,0.678
2193,0.000,200,790.00,0.695
2294,0.000,200,802.00,0.702
2396,0.000,200,841.00,0.723
2497,0.000,200,815.00,0.709
2598,0.000,200,827.00,0.715
2700,0.000,200,810.00,0.706
2801,0.000,200,820.00,0.712
2903,0.000,200,824.00,0.714
3005,0.000,200,854.00,0.730
3106,0.000,200,908.00,0.759
3208,0.000,200,912.00,0.761
3309,0.000,200,886.00,0.747
3410,0.000,200,876.00,0.742
3512,0.000,200,873.00,0.740
3613,0.000,200,890.00,0.749
3716,0.000,200,946.00,0.780
3817,0.000,200,1003.00,0.810
3918,0.000,200,991.00,0.804
4020,0.000,200,962.00,0.788
4121,0.000,200,964.00,0.789
4222,0.000,200,1016.00,0.817
4324,0.000,200,1014.00,0.816
4425,0.000,200,983.00,0.799
4528,0.000,200,1009.00,0.813
4629,0.000,200,1029.00,0.824
4730,0.000,200,1074.00,0.849
4832,0.000,200,1090.00,0.857
4933,0.000,200,1059.00,0.840
5034,0.000,200,1071.00,0.847
5136,0.000,200,1087.00,0.856
5238,0.000,200,1119.00,0.873
5340,0.000,200,1107.00,0.866
5441,0.000,200,1145.00,0.887
5542,0.000,200,1170.00,0.900
5644,0.000,200,1168.00,0.899
5745,0.000,200,1186.00,0.909
5846,0.000,200,1188.00,0.910
5948,0.000,200,1186.00,0.909
6050,0.000,200,1230.00,0.933
6152,0.000,200,1250.00,0.943
6253,0.000,200,1276.00,0.957
6354,0.000,200,1260.00,0.949
6456,0.000,200,1293.00,0.967
6557,0.000,200,1320.00,0.981
6659,0.000,200,1319.00,0.981
6760,0.000,200,1351.00,0.998
6862,0.000,200,1405.00,1.027
6964,0.000,200,1427.00,1.039
7065,0.000,200,1424.00,1.037
7166,0.000,200,1411.00,1.030
7268,0.000,200,1396.00,1.022
7369,0.000,200,1436.00,1.044
7471,0.000,200,1483.00,1.069
7572,0.000,200,1531.00,1.095
7674,0.000,200,1512.00,1.085
7776,0.000,200,1527.00,1.093
7877,0.000,200,1598.00,1.131
7978,0.000,200,1581.00,1.122
8080,0.000,200,1590.00,1.127
8181,0.000,200,1532.00,1.095
8283,0.000,200,1435.00,1.043
8384,0.000,200,1319.00,0.981
8486,0.000,200,1193.00,0.913
8588,0.000,200,1128.00,0.878
8689,0.000,200,1038.00,0.829
8790,0.000,200,990.00,0.803
8892,0.000,200,950.00,0.782
8993,0.000,200,918.00,0.764
9095,0.000,200,891.00,0.750
9196,0.000,200,883.00,0.746
9298,0.000,200,824.00,0.714
9400,0.000,200,806.00,0.704
9501,0.000,200,781.00,0.691
9603,0.000,200,778.00,0.689
9704,0.000,200,720.00,0.658
9805,0.000,200,709.00,0.652
9907,0.000,200,679.00,0.636
10008,0.000,200,665.00,0.628
10110,0.000,200,658.00,0.624
10212,0.000,200,629.00,0.609
10313,0.000,200,612.00,0.599
10415,0.000,200,572.00,0.578
10516,0.000,200,572.00,0.578
10617,0.000,200,555.00,0.569
10719,0.000,200,560.00,0.571
10820,0.000,200,531.00,0.556
10922,0.000,200,560.00,0.571
11024,0.000,200,548.00,0.565
11125,0.000,200,462.00,0.519
11227,0.000,200,454.00,0.514
11328,0.000,200,486.00,0.532
11429,0.000,200,483.00,0.530
11531,0.000,200,477.00,0.527
11632,0.000,200,492.00,0.535
11733,0.000,200,484.00,0.530
11836,0.000,200,458.00,0.516
11937,0.000,200,451.00,0.513
12039,0.000,200,421.00,0.496
12140,0.000,200,379.00,0.474
12241,0.000,200,386.00,0.478
12343,0.000,200,403.00,0.487
12444,0.000,200,340.00,0.453
12545,0.000,200,377.00,0.473
12648,0.000,200,370.00,0.469
12749,0.000,200,385.00,0.477
12851,0.000,200,326.00,0.445
12952,0.000,200,274.00,0.417
13053,0.000,200,285.00,0.423
13155,0.000,200,256.00,0.408
13256,0.000,200,234.00,0.396
13358,0.000,200,261.00,0.410
13460,0.000,200,250.00,0.404
13561,0.000,200,279.00,0.420
13663,0.000,200,218.00,0.387
13764,0.000,200,166.00,0.359
13865,0.000,200,174.00,0.363
13967,0.000,200,186.00,0.370
14068,0.000,200,154.00,0.353
14170,0.000,200,103.00,0.325
14272,0.000,200,55.00,0.299
14373,0.000,200,52.00,0.298
14475,0.000,200,-5.00,0.267
14576,0.000,200,-40.00,0.248
14677,0.000,200,-14.00,0.262
14779,0.000,200,1.00,0.270
14880,0.000,200,-65.00,0.235
14982,0.000,200,-123.00,0.203
15084,0.000,200,-159.00,0.184
15185,0.000,200,-220.00,0.151
15287,0.000,200,-273.00,0.122
15388,0.000,200,-310.00,0.102
15489,0.000,200,-346.00,0.083
15591,0.000,200,-371.00,0.070
15692,0.000,200,-403.00,0.052
15795,0.000,200,-501.00,-0.001
15896,0.000,200,-573.00,-0.039
15997,0.000,200,-678.00,-0.096
