ms,pos,steps,strain,g
0,0.000,200,46.00,0.294
2,0.000,200,56.00,0.300
34,0.000,200,48.00,0.295
137,0.000,200,107.00,0.327
238,0.000,200,344.00,0.455
339,0.000,200,502.00,0.540
441,0.000,200,638.00,0.613
542,0.000,200,751.00,0.674
643,0.000,200,821.00,0.712
745,0.000,200,883.00,0.746
846,0.000,200,958.00,0.786
948,0.000,200,1049.00,0.835
1049,0.000,200,1091.00,0.858
1150,0.000,200,1113.00,0.870
1252,0.000,200,1229.00,0.932
1353,0.000,200,1297.00,0.969
1455,0.000,200,1272.00,0.955
1557,0.000,200,1301.00,0.971
1658,0.000,200,1411.00,1.030
1760,0.000,200,1434.00,1.043
1861,0.000,200,1476.00,1.065
1962,0.000,200,1517.00,1.087
2064,0.000,200,1568.00,1.115
2165,0.000,200,1603.00,1.134
2266,0.000,200,1634.00,1.150
2368,0.000,200,1669.00,1.169
2469,0.000,200,1678.00,1.174
2572,0.000,200,1703.00,1.188
2673,0.000,200,1715.00,1.194
2774,0.000,200,1782.00,1.230
2876,0.000,200,1810.00,1.245
2977,0.000,200,1861.00,1.273
3078,0.000,200,1916.00,1.302
3180,0.000,200,1928.00,1.309
3281,0.000,200,1942.00,1.316
3383,0.000,200,1996.00,1.346
3484,0.000,200,1993.00,1.344
3585,0.000,200,2068.00,1.384
3688,0.000,200,2089.00,1.396
3789,0.000,200,2108.00,1.406
3890,0.000,200,2171.00,1.440
3992,0.000,200,2194.00,1.452
4093,0.000,200,2239.00,1.477
4195,0.000,200,2267.00,1.492
4296,0.000,200,2289.00,1.504
4397,0.000,200,2321.00,1.521
4499,0.000,200,2360.00,1.542
4600,0.000,200,2363.00,1.543
4703,0.000,200,2396.00,1.561
4804,0.000,200,2447.00,1.589
4905,0.000,200,2505.00,1.620
5007,0.000,200,2509.00,1.622
5108,0.000,200,2536.00,1.637
5209,0.000,200,2573.00,1.657
5311,0.000,200,2604.00,1.673
5412,0.000,200,2629.00,1.687
5514,0.000,200,2658.00,1.702
5615,0.000,200,2738.00,1.746
5716,0.000,200,2758.00,1.756
5818,0.000,200,2756.00,1.755
5920,0.000,200,2826.00,1.793
6021,0.000,200,2868.00,1.816
6123,0.000,200,2856.00,1.809
6224,0.000,200,2874.00,1.819
6326,0.000,200,2915.00,1.841
6427,0.000,200,2957.00,1.864
6528,0.000,200,3001.00,1.887
6630,0.000,200,3003.00,1.888
6731,0.000,200,2997.00,1.885
6832,0.000,200,3035.00,1.906
6934,0.000,200,3039.00,1.908
7036,0.000,200,3028.00,1.902
7138,0.000,200,3073.00,1.926
7239,0.000,200,3071.00,1.925
7340,0.000,200,3118.00,1.950
7442,0.000,200,3171.00,1.979
7543,0.000,200,3201.00,1.995
7644,0.000,200,3186.00,1.987
7746,0.000,200,3197.00,1.993
7847,0.000,200,3271.00,2.033
7949,0.000,200,3330.00,2.065
8050,0.000,200,3312.00,2.055
8151,0.000,200,3363.00,2.082
8253,0.000,200,3415.00,2.111
8355,0.000,200,3431.00,2.119
8457,0.000,200,3480.00,2.146
8558,0.000,200,3510.00,2.162
8659,0.000,200,3541.00,2.178
8761,0.000,200,3599.00,2.210
8862,0.000,200,3615.00,2.218
8963,0.000,200,3645.00,2.235
9065,0.000,200,3700.00,2.264
9166,0.000,200,3761.00,2.297
9268,0.000,200,3860.00,2.350
9369,0.000,200,3933.00,2.390
9470,0.000,200,3992.00,2.422
9573,0.000,200,4099.00,2.479
9674,0.000,200,4254.00,2.563
9775,0.000,200,4288.00,2.581
9877,0.000,200,4381.00,2.631
9978,0.000,200,4502.00,2.696
10080,0.000,200,4633.00,2.767
10181,0.000,200,4806.00,2.860
10282,0.000,200,4934.00,2.929
10384,0.000,200,5070.00,3.003
10485,0.000,200,5189.00,3.067
10586,0.000,200,5278.00,3.115
10688,0.000,200,5448.00,3.206
10790,0.000,200,5622.00,3.300
10892,0.000,200,5747.00,3.368
10993,0.000,200,5923.00,3.463
11094,0.000,200,6115.00,3.566
11196,0.000,200,6337.00,3.686
11297,0.000,200,6389.00,3.714
11398,0.000,200,6109.00,3.563
11500,0.000,200,5569.00,3.272
11601,0.000,200,5076.00,3.006
11703,0.000,200,4750.00,2.830
11804,0.000,200,4484.00,2.687
11905,0.000,200,4222.00,2.546
12008,0.000,200,4014.00,2.433
12109,0.000,200,3862.00,2.351