ms,pos,steps,strain,g
0,0.000,200,-86.00,0.223
2,0.000,200,-64.00,0.235
52,0.000,200,-38.00,0.249
154,0.000,200,60.00,0.302
255,0.000,200,239.00,0.398
357,0.000,200,347.00,0.457
458,0.000,200,441.00,0.507
559,0.000,200,457.00,0.516
661,0.000,200,479.00,0.528
762,0.000,200,550.00,0.566
863,0.000,200,600.00,0.593
965,0.000,200,639.00,0.614
1067,0.000,200,678.00,0.635
1169,0.000,200,700.00,0.647
1270,0.000,200,717.00,0.656
1371,0.000,200,737.00,0.667
1473,0.000,200,777.00,0.688
1574,0.000,200,787.00,0.694
1675,0.000,200,806.00,0.704
1777,0.000,200,824.00,0.714
1878,0.000,200,842.00,0.723
1980,0.000,200,875.00,0.741
2081,0.000,200,887.00,0.748
2182,0.000,200,916.00,0.763
2284,0.000,200,936.00,0.774
2386,0.000,200,981.00,0.798
2487,0.000,200,1001.00,0.809
2589,0.000,200,1010.00,0.814
2690,0.000,200,1026.00,0.823
2792,0.000,200,1024.00,0.822
2893,0.000,200,1086.00,0.855
2994,0.000,200,1115.00,0.871
3096,0.000,200,1146.00,0.887
3197,0.000,200,1105.00,0.865
3298,0.000,200,1075.00,0.849
3400,0.000,200,1112.00,0.869
3502,0.000,200,1156.00,0.893
3604,0.000,200,1215.00,0.925
3705,0.000,200,1229.00,0.932
3806,0.000,200,1234.00,0.935
3908,0.000,200,1232.00,0.934
4009,0.000,200,1260.00,0.949
4110,0.000,200,1315.00,0.978
4212,0.000,200,1337.00,0.990
4313,0.000,200,1368.00,1.007
4415,0.000,200,1397.00,1.023
4517,0.000,200,1456.00,1.054
4618,0.000,200,1488.00,1.072
4720,0.000,200,1515.00,1.086
4821,0.000,200,1551.00,1.106
4923,0.000,200,1609.00,1.137
5024,0.000,200,1707.00,1.190
5125,0.000,200,1750.00,1.213
5227,0.000,200,1718.00,1.196
5328,0.000,200,1769.00,1.223
5429,0.000,200,1832.00,1.257
5531,0.000,200,1886.00,1.286
5632,0.000,200,1968.00,1.330
5735,0.000,200,2031.00,1.364
5836,0.000,200,2119.00,1.412
5937,0.000,200,2174.00,1.442
6039,0.000,200,2234.00,1.474
6140,0.000,200,2338.00,1.530
6241,0.000,200,2446.00,1.588
6343,0.000,200,2555.00,1.647
6444,0.000,200,2639.00,1.692
6546,0.000,200,2772.00,1.764
6647,0.000,200,2820.00,1.790
6749,0.000,200,2736.00,1.744
6851,0.000,200,2489.00,1.611
6952,0.000,200,2241.00,1.478
7053,0.000,200,2029.00,1.363
7155,0.000,200,1868.00,1.277
7256,0.000,200,1757.00,1.217
7358,0.000,200,1661.00,1.165
7459,0.000,200,1571.00,1.116
7560,0.000,200,1475.00,1.065
7662,0.000,200,1364.00,1.005
7763,0.000,200,1364.00,1.005
7865,0.000,200,1312.00,0.977
7967,0.000,200,1235.00,0.935
8068,0.000,200,1188.00,0.910
8170,0.000,200,1105.00,0.865
8271,0.000,200,1083.00,0.853
8372,0.000,200,1044.00,0.832
8474,0.000,200,987.00,0.802
8575,0.000,200,973.00,0.794
8677,0.000,200,919.00,0.765
8778,0.000,200,865.00,0.736
8879,0.000,200,818.00,0.711
8982,0.000,200,820.00,0.712
9083,0.000,200,844.00,0.725
9184,0.000,200,813.00,0.708
9286,0.000,200,806.00,0.704
9387,0.000,200,763.00,0.681
9489,0.000,200,732.00,0.664
9590,0.000,200,703.00,0.649
9691,0.000,200,707.00,0.651
9793,0.000,200,749.00,0.673
9894,0.000,200,710.00,0.652
9995,0.000,200,683.00,0.638