ms,pos,steps,strain,g
0,0.000,200,10.00,0.275
2,0.000,200,4.00,0.272
25,0.000,200,30.00,0.286
127,0.000,200,113.00,0.330
228,0.000,200,333.00,0.449
329,0.000,200,535.00,0.558
432,0.000,200,664.00,0.627
533,0.000,200,777.00,0.688
635,0.000,200,876.00,0.742
736,0.000,200,942.00,0.777
837,0.000,200,1000.00,0.809
939,0.000,200,1057.00,0.839
1040,0.000,200,1081.00,0.852
1141,0.000,200,1127.00,0.877
1243,0.000,200,1234.00,0.935
1344,0.000,200,1266.00,0.952
1446,0.000,200,1331.00,0.987
1548,0.000,200,1351.00,0.998
1649,0.000,200,1398.00,1.023
1751,0.000,200,1434.00,1.043
1852,0.000,200,1433.00,1.042
1953,0.000,200,1492.00,1.074
2055,0.000,200,1609.00,1.137
2156,0.000,200,1626.00,1.146
2258,0.000,200,1629.00,1.148
2359,0.000,200,1669.00,1.169
2460,0.000,200,1665.00,1.167
2562,0.000,200,1708.00,1.190
2664,0.000,200,1722.00,1.198
2766,0.000,200,1765.00,1.221
2867,0.000,200,1833.00,1.258
2968,0.000,200,1869.00,1.277
3070,0.000,200,1889.00,1.288
3171,0.000,200,1947.00,1.319
3272,0.000,200,1970.00,1.332
3374,0.000,200,2014.00,1.355
3475,0.000,200,2034.00,1.366
3577,0.000,200,2071.00,1.386
3678,0.000,200,2085.00,1.394
3779,0.000,200,2109.00,1.406
3882,0.000,200,2128.00,1.417
3983,0.000,200,2160.00,1.434
4084,0.000,200,2214.00,1.463
4186,0.000,200,2231.00,1.472
4287,0.000,200,2240.00,1.477
4389,0.000,200,2331.00,1.526
4490,0.000,200,2332.00,1.527
4591,0.000,200,2322.00,1.521
4693,0.000,200,2362.00,1.543
4794,0.000,200,2393.00,1.560
4895,0.000,200,2452.00,1.591
4997,0.000,200,2477.00,1.605
5098,0.000,200,2497.00,1.616
5200,0.000,200,2541.00,1.639
5301,0.000,200,2608.00,1.675
5403,0.000,200,2624.00,1.684
5505,0.000,200,2652.00,1.699
5606,0.000,200,2657.00,1.702
5707,0.000,200,2676.00,1.712
5809,0.000,200,2662.00,1.705
5910,0.000,200,2647.00,1.696
6012,0.000,200,2686.00,1.718
6113,0.000,200,2693.00,1.721
6214,0.000,200,2703.00,1.727
6316,0.000,200,2709.00,1.730
6417,0.000,200,2701.00,1.726
6520,0.000,200,2756.00,1.755
6621,0.000,200,2817.00,1.788
6722,0.000,200,2779.00,1.768
6824,0.000,200,2767.00,1.761
6925,0.000,200,2803.00,1.781
7026,0.000,200,2799.00,1.778
7128,0.000,200,2802.00,1.780
7229,0.000,200,2801.00,1.780
7331,0.000,200,2801.00,1.780
7432,0.000,200,2794.00,1.776
7533,0.000,200,2862.00,1.812
7635,0.000,200,2945.00,1.857
7736,0.000,200,2945.00,1.857
7838,0.000,200,2936.00,1.852
7940,0.000,200,2969.00,1.870
8041,0.000,200,3001.00,1.887
8143,0.000,200,3073.00,1.926
8244,0.000,200,3119.00,1.951
8345,0.000,200,3103.00,1.942
8447,0.000,200,3154.00,1.970
8548,0.000,200,3185.00,1.987
8649,0.000,200,3215.00,2.003
8751,0.000,200,3243.00,2.018
8852,0.000,200,3306.00,2.052
8955,0.000,200,3356.00,2.079
9056,0.000,200,3417.00,2.112
9157,0.000,200,3486.00,2.149
9259,0.000,200,3539.00,2.177
9360,0.000,200,3656.00,2.240
9461,0.000,200,3714.00,2.272
9563,0.000,200,3833.00,2.336
9664,0.000,200,3958.00,2.403
9766,0.000,200,4096.00,2.478
9867,0.000,200,4110.00,2.485
9968,0.000,200,4170.00,2.518
10071,0.000,200,4305.00,2.590
10172,0.000,200,4445.00,2.666
10273,0.000,200,4564.00,2.730
10375,0.000,200,4737.00,2.823
10476,0.000,200,4913.00,2.918
10578,0.000,200,5046.00,2.990
10679,0.000,200,5199.00,3.072
10780,0.000,200,5374.00,3.167
10882,0.000,200,5602.00,3.289
10983,0.000,200,5812.00,3.403
11085,0.000,200,6043.00,3.527
11186,0.000,200,6247.00,3.637
11287,0.000,200,6321.00,3.677
11390,0.000,200,6049.00,3.530
11491,0.000,200,5530.00,3.251
11592,0.000,200,5011.00,2.971
11694,0.000,200,4612.00,2.756
11795,0.000,200,4345.00,2.612
11897,0.000,200,4146.00,2.505
11998,0.000,200,3885.00,2.364
12099,0.000,200,3668.00,2.247
12201,0.000,200,3594.00,2.207
12302,0.000,200,3523.00,2.169
12403,0.000,200,3458.00,2.134
12505,0.000,200,3322.00,2.060
12607,0.000,200,3177.00,1.982
12709,0.000,200,3116.00,1.949
12810,0.000,200,3092.00,1.936
12911,0.000,200,3006.00,1.890
13013,0.000,200,2913.00,1.840
13114,0.000,200,2855.00,1.809
13215,0.000,200,2805.00,1.782
13317,0.000,200,2780.00,1.768
13418,0.000,200,2718.00,1.735
13520,0.000,200,2654.00,1.700
13621,0.000,200,2663.00,1.705
13722,0.000,200,2644.00,1.695
13825,0.000,200,2580.00,1.660
13926,0.000,200,2554.00,1.646
14027,0.000,200,2555.00,1.647
14129,0.000,200,2529.00,1.633
14230,0.000,200,2459.00,1.595
14332,0.000,200,2431.00,1.580
14433,0.000,200,2409.00,1.568
14534,0.000,200,2353.00,1.538
14636,0.000,200,2310.00,1.515
14737,0.000,200,2298.00,1.508
14838,0.000,200,2210.00,1.461
14941,0.000,200,2130.00,1.418
15042,0.000,200,2065.00,1.383
15144,0.000,200,2025.00,1.361
15245,0.000,200,2032.00,1.365
15346,0.000,200,2000.00,1.348
15448,0.000,200,1920.00,1.305
15549,0.000,200,1852.00,1.268
15651,0.000,200,1819.00,1.250
15752,0.000,200,1782.00,1.230