ms,pos,steps,strain,g
0,0.000,200,-25.00,0.256
2,0.000,200,-9.00,0.265
76,0.000,200,43.00,0.293
177,0.000,200,246.00,0.402
279,0.000,200,559.00,0.571
380,0.000,200,692.00,0.643
481,0.000,200,699.00,0.646
583,0.000,200,767.00,0.683
684,0.000,200,870.00,0.739
787,0.000,200,932.00,0.772
888,0.000,200,972.00,0.794
989,0.000,200,1007.00,0.812
1091,0.000,200,1056.00,0.839
1192,0.000,200,1062.00,0.842
1293,0.000,200,1127.00,0.877
1395,0.000,200,1162.00,0.896
1496,0.000,200,1167.00,0.899
1599,0.000,200,1215.00,0.925
1700,0.000,200,1211.00,0.922
1801,0.000,200,1219.00,0.927
1903,0.000,200,1264.00,0.951
2004,0.000,200,1334.00,0.989
2105,0.000,200,1327.00,0.985
2207,0.000,200,1385.00,1.016
2308,0.000,200,1438.00,1.045
2410,0.000,200,1497.00,1.077
2511,0.000,200,1533.00,1.096
2613,0.000,200,1548.00,1.104
2715,0.000,200,1541.00,1.100
2816,0.000,200,1608.00,1.136
2917,0.000,200,1666.00,1.168
3019,0.000,200,1695.00,1.183
3120,0.000,200,1742.00,1.209
3222,0.000,200,1789.00,1.234
3323,0.000,200,1847.00,1.265
3424,0.000,200,1880.00,1.283
3527,0.000,200,1960.00,1.326
3628,0.000,200,2047.00,1.373
3729,0.000,200,2090.00,1.396
3831,0.000,200,2137.00,1.422
3932,0.000,200,2170.00,1.439
4034,0.000,200,2177.00,1.443
4135,0.000,200,2258.00,1.487
4236,0.000,200,2343.00,1.533
4338,0.000,200,2397.00,1.562
4440,0.000,200,2487.00,1.610
4542,0.000,200,2559.00,1.649
4643,0.000,200,2619.00,1.681
4744,0.000,200,2698.00,1.724
4846,0.000,200,2759.00,1.757
4947,0.000,200,2871.00,1.817
5048,0.000,200,2959.00,1.865
5150,0.000,200,3075.00,1.927
5251,0.000,200,3180.00,1.984
5354,0.000,200,3249.00,2.021
5455,0.000,200,3323.00,2.061
5556,0.000,200,3444.00,2.126
5658,0.000,200,3533.00,2.174
5759,0.000,200,3637.00,2.230
5860,0.000,200,3769.00,2.301
5962,0.000,200,3880.00,2.361
6063,0.000,200,3904.00,2.374
6165,0.000,200,3736.00,2.284
6266,0.000,200,3490.00,2.151
6367,0.000,200,3242.00,2.017
6470,0.000,200,3002.00,1.888
6571,0.000,200,2850.00,1.806
6672,0.000,200,2704.00,1.727