ms,pos,steps,strain,g
0,0.000,200,-25.00,0.256
2,0.000,200,-26.00,0.256
43,0.000,200,31.00,0.286
135,0.000,200,111.00,0.329
227,0.000,200,132.00,0.341
318,0.000,200,348.00,0.457
410,0.000,200,606.00,0.596
501,0.000,200,744.00,0.671
593,0.000,200,804.00,0.703
685,0.000,200,948.00,0.781
777,0.000,200,1021.00,0.820
869,0.000,200,1074.00,0.849
960,0.000,200,1148.00,0.888
1052,0.000,200,1269.00,0.954
1143,0.000,200,1341.00,0.992
1235,0.000,200,1390.00,1.019
1327,0.000,200,1485.00,1.070
1419,0.000,200,1552.00,1.106
1511,0.000,200,1625.00,1.146
1602,0.000,200,1685.00,1.178
1694,0.000,200,1692.00,1.182
1785,0.000,200,1736.00,1.205
1878,0.000,200,1805.00,1.243
1969,0.000,200,1872.00,1.279
2061,0.000,200,1854.00,1.269
2152,0.000,200,1824.00,1.253
2244,0.000,200,1850.00,1.267
2336,0.000,200,1942.00,1.316
2427,0.000,200,1977.00,1.335
2520,0.000,200,1989.00,1.342
2611,0.000,200,2042.00,1.370
2703,0.000,200,2094.00,1.398
2794,0.000,200,2094.00,1.398
2886,0.000,200,2119.00,1.412
2978,0.000,200,2146.00,1.426
3069,0.000,200,2175.00,1.442
3162,0.000,200,2170.00,1.439
3253,0.000,200,2258.00,1.487
3345,0.000,200,2317.00,1.519
3436,0.000,200,2346.00,1.534
3528,0.000,200,2436.00,1.583
3620,0.000,200,2440.00,1.585
3712,0.000,200,2449.00,1.590
3804,0.000,200,2495.00,1.615
3895,0.000,200,2482.00,1.608
3987,0.000,200,2496.00,1.615
4078,0.000,200,2534.00,1.636
4170,0.000,200,2531.00,1.634
4261,0.000,200,2573.00,1.657
4354,0.000,200,2600.00,1.671
4446,0.000,200,2614.00,1.679
4537,0.000,200,2723.00,1.737
4629,0.000,200,2738.00,1.746
4720,0.000,200,2680.00,1.714
4812,0.000,200,2773.00,1.764
4903,0.000,200,2790.00,1.774
4996,0.000,200,2745.00,1.749
5087,0.000,200,2759.00,1.757
5179,0.000,200,2776.00,1.766
5271,0.000,200,2818.00,1.789
5362,0.000,200,2854.00,1.808
5454,0.000,200,2910.00,1.838
5546,0.000,200,2939.00,1.854
5638,0.000,200,2924.00,1.846
5729,0.000,200,2993.00,1.883
5821,0.000,200,3045.00,1.911
5913,0.000,200,3063.00,1.921
6004,0.000,200,3093.00,1.937
6096,0.000,200,3073.00,1.926
6188,0.000,200,3046.00,1.912
6280,0.000,200,3060.00,1.919
6371,0.000,200,3081.00,1.930
6463,0.000,200,3126.00,1.955
6554,0.000,200,3116.00,1.949
6646,0.000,200,3067.00,1.923
6738,0.000,200,3117.00,1.950
6830,0.000,200,3217.00,2.004
6922,0.000,200,3216.00,2.003
7013,0.000,200,3147.00,1.966
7105,0.000,200,3200.00,1.995
7196,0.000,200,3293.00,2.045
7288,0.000,200,3260.00,2.027
7381,0.000,200,3241.00,2.017
7472,0.000,200,3334.00,2.067
7564,0.000,200,3342.00,2.071
7655,0.000,200,3261.00,2.027
7747,0.000,200,3248.00,2.020
7838,0.000,200,3306.00,2.052
7930,0.000,200,3263.00,2.029
8022,0.000,200,3220.00,2.005
8114,0.000,200,3264.00,2.029
8206,0.000,200,3329.00,2.064
8297,0.000,200,3362.00,2.082
8389,0.000,200,3325.00,2.062
8480,0.000,200,3359.00,2.080
8572,0.000,200,3388.00,2.096
8664,0.000,200,3408.00,2.107
8756,0.000,200,3415.00,2.111
8848,0.000,200,3486.00,2.149
8939,0.000,200,3525.00,2.170
9031,0.000,200,3551.00,2.184
9122,0.000,200,3541.00,2.178
9214,0.000,200,3557.00,2.187
9306,0.000,200,3652.00,2.238
9398,0.000,200,3666.00,2.246
9489,0.000,200,3622.00,2.222
9581,0.000,200,3657.00,2.241
9673,0.000,200,3681.00,2.254
9764,0.000,200,3712.00,2.271
9857,0.000,200,3817.00,2.327
9948,0.000,200,3813.00,2.325
10040,0.000,200,3906.00,2.375
10131,0.000,200,3920.00,2.383
10223,0.000,200,3920.00,2.383
10314,0.000,200,3905.00,2.375
10406,0.000,200,3892.00,2.368
10498,0.000,200,4022.00,2.438
10590,0.000,200,4125.00,2.493
10682,0.000,200,4109.00,2.485
10773,0.000,200,4111.00,2.486
10865,0.000,200,4211.00,2.540
10956,0.000,200,4234.00,2.552
11048,0.000,200,4215.00,2.542
11140,0.000,200,4208.00,2.538
11232,0.000,200,4329.00,2.603
11323,0.000,200,4370.00,2.625
11415,0.000,200,4393.00,2.638
11507,0.000,200,4418.00,2.651
11598,0.000,200,4412.00,2.648
11691,0.000,200,4506.00,2.699
11782,0.000,200,4579.00,2.738
11874,0.000,200,4572.00,2.734
11965,0.000,200,4566.00,2.731
12057,0.000,200,4730.00,2.819
12149,0.000,200,4819.00,2.867
12240,0.000,200,4831.00,2.874
12333,0.000,200,4845.00,2.881
12424,0.000,200,4857.00,2.888
12516,0.000,200,4914.00,2.919
12607,0.000,200,5011.00,2.971
12699,0.000,200,5063.00,2.999
12790,0.000,200,4991.00,2.960
12882,0.000,200,5041.00,2.987
12975,0.000,200,5088.00,3.012
13066,0.000,200,5146.00,3.044
13158,0.000,200,5250.00,3.100
13249,0.000,200,5311.00,3.133
13341,0.000,200,5348.00,3.153
13432,0.000,200,5404.00,3.183
13525,0.000,200,5443.00,3.204
13617,0.000,200,5546.00,3.259
13708,0.000,200,5643.00,3.312
13800,0.000,200,5694.00,3.339
13891,0.000,200,5714.00,3.350
13983,0.000,200,5822.00,3.408
14074,0.000,200,5965.00,3.485
14167,0.000,200,6016.00,3.513
14259,0.000,200,6018.00,3.514
14350,0.000,200,6140.00,3.580
14442,0.000,200,6279.00,3.654
14533,0.000,200,6355.00,3.695
14625,0.000,200,6484.00,3.765
14716,0.000,200,6527.00,3.788
14809,0.000,200,6586.00,3.820
14901,0.000,200,6677.00,3.869
14992,0.000,200,6751.00,3.909
15084,0.000,200,6878.00,3.977
15175,0.000,200,6977.00,4.031
15267,0.000,200,7054.00,4.072
15358,0.000,200,7150.00,4.124
15451,0.000,200,7239.00,4.172
15542,0.000,200,7306.00,4.208
15634,0.000,200,7381.00,4.249
15726,0.000,200,7519.00,4.323
15817,0.000,200,7678.00,4.409
15909,0.000,200,7868.00,4.511
16001,0.000,200,7951.00,4.556
16093,0.000,200,7983.00,4.573
16184,0.000,200,8148.00,4.662
16276,0.000,200,8334.00,4.762
16368,0.000,200,8464.00,4.832
16459,0.000,200,8560.00,4.884
16551,0.000,200,8626.00,4.920
16643,0.000,200,8728.00,4.975
16735,0.000,200,8615.00,4.914
16826,0.000,200,8286.00,4.736
16918,0.000,200,7870.00,4.512
17010,0.000,200,7522.00,4.325
17101,0.000,200,7189.00,4.145
17194,0.000,200,6894.00,3.986
17285,0.000,200,6573.00,3.813
17377,0.000,200,6330.00,3.682
17468,0.000,200,6086.00,3.550
17560,0.000,200,5877.00,3.438
17652,0.000,200,5641.00,3.311
17743,0.000,200,5419.00,3.191
17836,0.000,200,5230.00,3.089
17927,0.000,200,5082.00,3.009
18019,0.000,200,4933.00,2.929
18110,0.000,200,4764.00,2.838
18202,0.000,200,4628.00,2.764
18294,0.000,200,4484.00,2.687
18385,0.000,200,4364.00,2.622
18478,0.000,200,4244.00,2.557
18569,0.000,200,4002.00,2.427
18661,0.000,200,3888.00,2.365
18753,0.000,200,3778.00,2.306
18844,0.000,200,3701.00,2.265
18936,0.000,200,3583.00,2.201
19027,0.000,200,3569.00,2.194
19120,0.000,200,3502.00,2.157
19211,0.000,200,3426.00,2.116
19303,0.000,200,3329.00,2.064
19395,0.000,200,3176.00,1.982
19486,0.000,200,3038.00,1.907
19578,0.000,200,2986.00,1.879
19670,0.000,200,2922.00,1.845
19762,0.000,200,2844.00,1.803
19853,0.000,200,2686.00,1.718
19945,0.000,200,2641.00,1.693
20037,0.000,200,2638.00,1.692
20128,0.000,200,2627.00,1.686
20220,0.000,200,2557.00,1.648
20312,0.000,200,2492.00,1.613
20404,0.000,200,2398.00,1.562
20495,0.000,200,2332.00,1.527
