ms,pos,steps,strain,g
0,0.000,200,2.00,0.271
102,0.000,200,28.00,0.285
203,0.000,200,110.00,0.329
305,0.000,200,236.00,0.397
406,0.000,200,317.00,0.440
508,0.000,200,365.00,0.466
609,0.000,200,430.00,0.501
710,0.000,200,458.00,0.516
812,0.000,200,476.00,0.526
913,0.000,200,524.00,0.552
1015,0.000,200,579.00,0.582
1117,0.000,200,628.00,0.608
1218,0.000,200,667.00,0.629
1320,0.000,200,700.00,0.647
1421,0.000,200,700.00,0.647
1522,0.000,200,710.00,0.652
1624,0.000,200,753.00,0.675
1725,0.000,200,779.00,0.689
1826,0.000,200,825.00,0.714
1928,0.000,200,820.00,0.712
2029,0.000,200,860.00,0.733
2132,0.000,200,908.00,0.759
2233,0.000,200,886.00,0.747
2334,0.000,200,914.00,0.762
2436,0.000,200,967.00,0.791
2537,0.000,200,982.00,0.799
2639,0.000,200,992.00,0.804
2740,0.000,200,1029.00,0.824
2841,0.000,200,1065.00,0.844
2943,0.000,200,1114.00,0.870
3044,0.000,200,1132.00,0.880
3146,0.000,200,1149.00,0.889
3248,0.000,200,1162.00,0.896
3349,0.000,200,1174.00,0.902
3451,0.000,200,1190.00,0.911
3552,0.000,200,1210.00,0.922
3653,0.000,200,1248.00,0.942
3755,0.000,200,1274.00,0.956
3856,0.000,200,1273.00,0.956
3957,0.000,200,1286.00,0.963
4059,0.000,200,1302.00,0.971
4161,0.000,200,1362.00,1.004
4263,0.000,200,1360.00,1.003
4364,0.000,200,1359.00,1.002
4465,0.000,200,1395.00,1.022
4567,0.000,200,1395.00,1.022
4668,0.000,200,1406.00,1.027
4769,0.000,200,1431.00,1.041
4871,0.000,200,1491.00,1.073
4972,0.000,200,1499.00,1.078
5074,0.000,200,1494.00,1.075
5176,0.000,200,1503.00,1.080
5277,0.000,200,1541.00,1.100
5379,0.000,200,1562.00,1.112
5480,0.000,200,1582.00,1.122
5581,0.000,200,1626.00,1.146
5683,0.000,200,1656.00,1.162
5784,0.000,200,1648.00,1.158
5886,0.000,200,1667.00,1.168
5987,0.000,200,1654.00,1.161
6088,0.000,200,1634.00,1.150
6191,0.000,200,1732.00,1.203
6292,0.000,200,1805.00,1.243
6394,0.000,200,1841.00,1.262
6495,0.000,200,1834.00,1.258
6596,0.000,200,1851.00,1.267
6698,0.000,200,1858.00,1.271
6799,0.000,200,1818.00,1.250
6900,0.000,200,1820.00,1.251
7002,0.000,200,1861.00,1.273
7103,0.000,200,1870.00,1.278
7206,0.000,200,1857.00,1.271
7307,0.000,200,1872.00,1.279
7408,0.000,200,1868.00,1.277
7510,0.000,200,1891.00,1.289
7611,0.000,200,1897.00,1.292
7712,0.000,200,1904.00,1.296
7814,0.000,200,1916.00,1.302
7915,0.000,200,1916.00,1.302
8017,0.000,200,1933.00,1.312
8118,0.000,200,1942.00,1.316
8219,0.000,200,2004.00,1.350
8321,0.000,200,2041.00,1.370
8423,0.000,200,2061.00,1.381
8524,0.000,200,2121.00,1.413
8626,0.000,200,2147.00,1.427
8727,0.000,200,2227.00,1.470
8829,0.000,200,2247.00,1.481
8930,0.000,200,2267.00,1.492
9031,0.000,200,2355.00,1.539
9133,0.000,200,2394.00,1.560
9234,0.000,200,2466.00,1.599
9335,0.000,200,2551.00,1.645
9438,0.000,200,2583.00,1.662
9539,0.000,200,2599.00,1.671
9641,0.000,200,2673.00,1.711
9742,0.000,200,2717.00,1.734
9843,0.000,200,2780.00,1.768
9945,0.000,200,2817.00,1.788
10046,0.000,200,2850.00,1.806
10147,0.000,200,2966.00,1.868
10249,0.000,200,3084.00,1.932
10350,0.000,200,3173.00,1.980
10452,0.000,200,3246.00,2.019
10554,0.000,200,3374.00,2.088
10655,0.000,200,3519.00,2.167
10757,0.000,200,3630.00,2.226
10858,0.000,200,3756.00,2.294
10960,0.000,200,3912.00,2.378
11061,0.000,200,4100.00,2.480
11162,0.000,200,4295.00,2.585
11264,0.000,200,4467.00,2.678
11365,0.000,200,4635.00,2.768
11466,0.000,200,4811.00,2.863
11568,0.000,200,4984.00,2.956
11669,0.000,200,5145.00,3.043
11772,0.000,200,5350.00,3.154
11873,0.000,200,5578.00,3.277
11974,0.000,200,5774.00,3.382
12076,0.000,200,6020.00,3.515
12177,0.000,200,6283.00,3.657
12278,0.000,200,6523.00,3.786
12380,0.000,200,6789.00,3.929
12481,0.000,200,7091.00,4.092
12583,0.000,200,7277.00,4.192
12684,0.000,200,7118.00,4.107
12786,0.000,200,6586.00,3.820
12888,0.000,200,5956.00,3.480
12989,0.000,200,5404.00,3.183
13090,0.000,200,4992.00,2.961
13192,0.000,200,4650.00,2.776
13293,0.000,200,4276.00,2.575
13395,0.000,200,3960.00,2.404
13496,0.000,200,3709.00,2.269
