ms,pos,steps,strain,g
0,0.000,200,1708.00,1.190
3,0.000,200,1728.00,1.201
9,0.000,200,1788.00,1.233
101,0.000,200,1842.00,1.263
193,0.000,200,1831.00,1.257
284,0.000,200,2007.00,1.351
377,0.000,200,2203.00,1.457
468,0.000,200,2316.00,1.518
560,0.000,200,2418.00,1.573
651,0.000,200,2530.00,1.633
743,0.000,200,2665.00,1.706
835,0.000,200,2801.00,1.780
927,0.000,200,2860.00,1.811
1019,0.000,200,2904.00,1.835
1110,0.000,200,2962.00,1.866
1202,0.000,200,3018.00,1.896
1294,0.000,200,3070.00,1.925
1385,0.000,200,3114.00,1.948
1477,0.000,200,3220.00,2.005
1569,0.000,200,3328.00,2.064
1661,0.000,200,3394.00,2.099
1752,0.000,200,3380.00,2.092
1844,0.000,200,3443.00,2.126
1936,0.000,200,3529.00,2.172
2027,0.000,200,3596.00,2.208
2119,0.000,200,3600.00,2.210
2211,0.000,200,3609.00,2.215
2303,0.000,200,3684.00,2.256
2394,0.000,200,3734.00,2.282
2486,0.000,200,3774.00,2.304
2578,0.000,200,3861.00,2.351
2669,0.000,200,3880.00,2.361
2762,0.000,200,3931.00,2.389
2853,0.000,200,3983.00,2.417
2945,0.000,200,4029.00,2.442
3036,0.000,200,4047.00,2.451
3128,0.000,200,4024.00,2.439
3220,0.000,200,4089.00,2.474
3311,0.000,200,4202.00,2.535
3404,0.000,200,4334.00,2.606
3495,0.000,200,4350.00,2.615
3587,0.000,200,4292.00,2.583
3678,0.000,200,4266.00,2.569
3770,0.000,200,4294.00,2.584
3862,0.000,200,4406.00,2.645
3953,0.000,200,4424.00,2.654
4046,0.000,200,4498.00,2.694
4137,0.000,200,4513.00,2.702
4229,0.000,200,4531.00,2.712
4320,0.000,200,4593.00,2.746
4412,0.000,200,4638.00,2.770
4504,0.000,200,4634.00,2.768
4595,0.000,200,4614.00,2.757
4688,0.000,200,4651.00,2.777
4779,0.000,200,4657.00,2.780
4871,0.000,200,4755.00,2.833
4962,0.000,200,4716.00,2.812
5054,0.000,200,4691.00,2.798
5146,0.000,200,4753.00,2.832
5238,0.000,200,4809.00,2.862
5330,0.000,200,4837.00,2.877
5421,0.000,200,4785.00,2.849
5513,0.000,200,4792.00,2.853
5604,0.000,200,4799.00,2.857
5696,0.000,200,4811.00,2.863
5788,0.000,200,4917.00,2.920
5880,0.000,200,4961.00,2.944
5972,0.000,200,4953.00,2.940
6063,0.000,200,4988.00,2.958
6155,0.000,200,4973.00,2.950
