ms,pos,steps,strain,g
0,0.000,200,5.00,0.272
2,0.000,200,-18.00,0.260
44,0.000,200,-20.00,0.259
146,0.000,200,234.00,0.396
247,0.000,200,439.00,0.506
350,0.000,200,527.00,0.554
451,0.000,200,614.00,0.601
552,0.000,200,680.00,0.636
654,0.000,200,675.00,0.633
755,0.000,200,728.00,0.662
856,0.000,200,821.00,0.712
958,0.000,200,848.00,0.727
1059,0.000,200,889.00,0.749
1161,0.000,200,958.00,0.786
1262,0.000,200,1034.00,0.827
1363,0.000,200,1085.00,0.854
1465,0.000,200,1154.00,0.892
1566,0.000,200,1220.00,0.927
1668,0.000,200,1273.00,0.956
1770,0.000,200,1311.00,0.976
1871,0.000,200,1394.00,1.021
1973,0.000,200,1473.00,1.064
2074,0.000,200,1539.00,1.099
2175,0.000,200,1582.00,1.122
2277,0.000,200,1682.00,1.176
2378,0.000,200,1785.00,1.232
2479,0.000,200,1897.00,1.292
2581,0.000,200,1992.00,1.343
2682,0.000,200,2076.00,1.389
2784,0.000,200,2225.00,1.469
2886,0.000,200,2331.00,1.526
2987,0.000,200,2458.00,1.595
3089,0.000,200,2588.00,1.665
3190,0.000,200,2701.00,1.726
3291,0.000,200,2877.00,1.820
3393,0.000,200,3044.00,1.911
3494,0.000,200,3217.00,2.004
3596,0.000,200,3382.00,2.093
3697,0.000,200,3655.00,2.240
3798,0.000,200,3922.00,2.384
3900,0.000,200,4126.00,2.494
4002,0.000,200,4385.00,2.633
4103,0.000,200,4685.00,2.795
4205,0.000,200,4986.00,2.957
4306,0.000,200,5298.00,3.126
4408,0.000,200,5678.00,3.330
4509,0.000,200,6055.00,3.534
4610,0.000,200,6435.00,3.739
4712,0.000,200,6885.00,3.981
4813,0.000,200,7323.00,4.217
4914,0.000,200,7837.00,4.494
5017,0.000,200,8329.00,4.760
5118,0.000,200,8545.00,4.876
5220,0.000,200,8066.00,4.618
5321,0.000,200,7074.00,4.083
5422,0.000,200,6132.00,3.575
5524,0.000,200,5410.00,3.186
5625,0.000,200,4798.00,2.856
5727,0.000,200,4263.00,2.568