ms,pos,steps,strain,g
0,0.000,200,-304.00,0.106
2,0.000,200,-274.00,0.122
12,0.000,200,-260.00,0.129
114,0.000,200,-240.00,0.140
215,0.000,200,-212.00,0.155
316,0.000,200,-215.00,0.154
418,0.000,200,-161.00,0.183
520,0.000,200,-152.00,0.188
622,0.000,200,-121.00,0.204
723,0.000,200,-103.00,0.214
824,0.000,200,-85.00,0.224
926,0.000,200,-47.00,0.244
1027,0.000,200,-58.00,0.238
1128,0.000,200,7.00,0.273
1230,0.000,200,36.00,0.289
1332,0.000,200,52.00,0.298
1434,0.000,200,46.00,0.294
1535,0.000,200,77.00,0.311
1636,0.000,200,104.00,0.326
1738,0.000,200,119.00,0.334
1839,0.000,200,125.00,0.337
1942,0.000,200,94.00,0.320
2043,0.000,200,113.00,0.330
2144,0.000,200,166.00,0.359
2246,0.000,200,188.00,0.371
2347,0.000,200,197.00,0.376
2448,0.000,200,178.00,0.365
2550,0.000,200,214.00,0.385
2651,0.000,200,228.00,0.392
2754,0.000,200,248.00,0.403
2855,0.000,200,248.00,0.403
2956,0.000,200,266.00,0.413
3058,0.000,200,293.00,0.427
3159,0.000,200,326.00,0.445
3260,0.000,200,340.00,0.453
3362,0.000,200,345.00,0.456
3464,0.000,200,336.00,0.451
3566,0.000,200,340.00,0.453
3667,0.000,200,421.00,0.496
3768,0.000,200,405.00,0.488
3870,0.000,200,405.00,0.488
3971,0.000,200,413.00,0.492
4072,0.000,200,426.00,0.499
4174,0.000,200,465.00,0.520
4276,0.000,200,506.00,0.542
4378,0.000,200,531.00,0.556
4479,0.000,200,548.00,0.565
4580,0.000,200,529.00,0.555
4682,0.000,200,542.00,0.562
4783,0.000,200,563.00,0.573
4885,0.000,200,602.00,0.594
4986,0.000,200,618.00,0.603
5088,0.000,200,649.00,0.619
5190,0.000,200,685.00,0.639
5291,0.000,200,690.00,0.642
5392,0.000,200,707.00,0.651
5494,0.000,200,758.00,0.678
5595,0.000,200,786.00,0.693
5697,0.000,200,811.00,0.707
5798,0.000,200,827.00,0.715
5900,0.000,200,826.00,0.715
6002,0.000,200,877.00,0.742
6103,0.000,200,898.00,0.754
6204,0.000,200,865.00,0.736
6306,0.000,200,922.00,0.767
6407,0.000,200,970.00,0.792
6509,0.000,200,1037.00,0.829
6610,0.000,200,1037.00,0.829
6712,0.000,200,1063.00,0.843
6814,0.000,200,1117.00,0.872
6915,0.000,200,1149.00,0.889
7016,0.000,200,1225.00,0.930
7118,0.000,200,1274.00,0.956
7219,0.000,200,1323.00,0.983
7321,0.000,200,1331.00,0.987
7423,0.000,200,1389.00,1.018
7524,0.000,200,1449.00,1.051
7626,0.000,200,1441.00,1.046
7727,0.000,200,1494.00,1.075
7829,0.000,200,1581.00,1.122
7930,0.000,200,1657.00,1.163
8031,0.000,200,1715.00,1.194
8133,0.000,200,1765.00,1.221
8235,0.000,200,1803.00,1.242
8336,0.000,200,1871.00,1.278
8438,0.000,200,1962.00,1.327
8539,0.000,200,2039.00,1.369
8641,0.000,200,2101.00,1.402
8742,0.000,200,2183.00,1.446
8843,0.000,200,2259.00,1.487
8945,0.000,200,2323.00,1.522
9046,0.000,200,2437.00,1.583
9148,0.000,200,2549.00,1.644
9250,0.000,200,2630.00,1.687
9351,0.000,200,2763.00,1.759
9453,0.000,200,2874.00,1.819
9554,0.000,200,3002.00,1.888
9655,0.000,200,3141.00,1.963
9757,0.000,200,3233.00,2.012
9858,0.000,200,3402.00,2.104
9960,0.000,200,3528.00,2.171
10062,0.000,200,3655.00,2.240
10163,0.000,200,3860.00,2.350
10265,0.000,200,4027.00,2.440
10366,0.000,200,4210.00,2.539
10467,0.000,200,4399.00,2.641
10569,0.000,200,4613.00,2.756
10670,0.000,200,4717.00,2.812
10773,0.000,200,4607.00,2.753
10874,0.000,200,4228.00,2.549
10975,0.000,200,3746.00,2.289
11077,0.000,200,3336.00,2.068
11178,0.000,200,2999.00,1.886
11279,0.000,200,2726.00,1.739
11381,0.000,200,2502.00,1.618
11483,0.000,200,2261.00,1.488
11585,0.000,200,2090.00,1.396
11686,0.000,200,1933.00,1.312
11787,0.000,200,1748.00,1.212
11889,0.000,200,1622.00,1.144
11990,0.000,200,1505.00,1.081
12091,0.000,200,1383.00,1.015
12194,0.000,200,1275.00,0.957
12295,0.000,200,1151.00,0.890
12397,0.000,200,1060.00,0.841
12498,0.000,200,974.00,0.795
12599,0.000,200,871.00,0.739
12701,0.000,200,812.00,0.707
12802,0.000,200,762.00,0.680
12903,0.000,200,725.00,0.660
13006,0.000,200,674.00,0.633
13107,0.000,200,651.00,0.620
13209,0.000,200,592.00,0.589
13310,0.000,200,526.00,0.553
13411,0.000,200,465.00,0.520
13513,0.000,200,419.00,0.495
13614,0.000,200,396.00,0.483
13717,0.000,200,397.00,0.484
13818,0.000,200,367.00,0.467
13919,0.000,200,280.00,0.420
14021,0.000,200,236.00,0.397
14122,0.000,200,205.00,0.380
14223,0.000,200,200.00,0.377
14325,0.000,200,205.00,0.380
14426,0.000,200,147.00,0.349
14529,0.000,200,131.00,0.340
14630,0.000,200,84.00,0.315
14731,0.000,200,42.00,0.292
14833,0.000,200,46.00,0.294
14934,0.000,200,29.00,0.285
15035,0.000,200,4.00,0.272
15137,0.000,200,-38.00,0.249
15238,0.000,200,-31.00,0.253
15341,0.000,200,-48.00,0.244
15442,0.000,200,-96.00,0.218
15543,0.000,200,-129.00,0.200
15645,0.000,200,-119.00,0.205
15746,0.000,200,-172.00,0.177
15847,0.000,200,-152.00,0.188
15949,0.000,200,-152.00,0.188