ms,pos,steps,strain,g
0,0.000,200,-36.00,0.250
2,0.000,200,-38.00,0.249
17,0.000,200,11.00,0.275
119,0.000,200,71.00,0.308
220,0.000,200,84.00,0.315
321,0.000,200,119.00,0.334
424,0.000,200,159.00,0.355
525,0.000,200,193.00,0.374
626,0.000,200,175.00,0.364
728,0.000,200,149.00,0.350
829,0.000,200,206.00,0.381
931,0.000,200,228.00,0.392
1032,0.000,200,199.00,0.377
1133,0.000,200,221.00,0.389
1235,0.000,200,262.00,0.411
1337,0.000,200,256.00,0.408
1439,0.000,200,275.00,0.418
1540,0.000,200,300.00,0.431
1641,0.000,200,307.00,0.435
1743,0.000,200,285.00,0.423
1844,0.000,200,288.00,0.425
1945,0.000,200,319.00,0.442
2048,0.000,200,334.00,0.450
2149,0.000,200,342.00,0.454
2251,0.000,200,325.00,0.445
2352,0.000,200,346.00,0.456
2453,0.000,200,364.00,0.466
2555,0.000,200,355.00,0.461
2656,0.000,200,368.00,0.468
2758,0.000,200,360.00,0.464
2860,0.000,200,379.00,0.474
2961,0.000,200,387.00,0.478
3063,0.000,200,406.00,0.488
3164,0.000,200,433.00,0.503
3265,0.000,200,471.00,0.523
3367,0.000,200,448.00,0.511
3468,0.000,200,428.00,0.500
3569,0.000,200,495.00,0.536
3672,0.000,200,512.00,0.546
3773,0.000,200,484.00,0.530
3875,0.000,200,493.00,0.535
3976,0.000,200,546.00,0.564
4077,0.000,200,538.00,0.560
4179,0.000,200,509.00,0.544
4280,0.000,200,534.00,0.557
4383,0.000,200,576.00,0.580
4484,0.000,200,592.00,0.589
4585,0.000,200,561.00,0.572
4687,0.000,200,610.00,0.598
4788,0.000,200,623.00,0.605
4889,0.000,200,626.00,0.607
4991,0.000,200,610.00,0.598
5092,0.000,200,592.00,0.589
5195,0.000,200,661.00,0.626
5296,0.000,200,739.00,0.668
5397,0.000,200,761.00,0.680
5499,0.000,200,742.00,0.670
5600,0.000,200,792.00,0.696
5701,0.000,200,788.00,0.694
5803,0.000,200,750.00,0.674
5904,0.000,200,785.00,0.693
6007,0.000,200,863.00,0.735
6108,0.000,200,854.00,0.730
6209,0.000,200,875.00,0.741
6311,0.000,200,905.00,0.757
6412,0.000,200,932.00,0.772
6513,0.000,200,960.00,0.787
6615,0.000,200,932.00,0.772
6717,0.000,200,936.00,0.774
6819,0.000,200,964.00,0.789
6920,0.000,200,995.00,0.806
7021,0.000,200,1003.00,0.810
7123,0.000,200,1001.00,0.809
7224,0.000,200,1032.00,0.826
7325,0.000,200,1070.00,0.846
7428,0.000,200,1106.00,0.866
7529,0.000,200,1090.00,0.857
7631,0.000,200,1135.00,0.881
7732,0.000,200,1151.00,0.890
7833,0.000,200,1155.00,0.892
7935,0.000,200,1137.00,0.882
8036,0.000,200,1136.00,0.882
8138,0.000,200,1155.00,0.892
8240,0.000,200,1225.00,0.930
8341,0.000,200,1273.00,0.956
8443,0.000,200,1300.00,0.970
8544,0.000,200,1301.00,0.971
8645,0.000,200,1327.00,0.985
8747,0.000,200,1391.00,1.019
8848,0.000,200,1384.00,1.016
8951,0.000,200,1320.00,0.981
9052,0.000,200,1062.00,0.842
9153,0.000,200,947.00,0.780
9255,0.000,200,992.00,0.804
9356,0.000,200,1024.00,0.822
9457,0.000,200,1011.00,0.815
9559,0.000,200,1010.00,0.814
9660,0.000,200,1038.00,0.829
9763,0.000,200,1090.00,0.857
9864,0.000,200,1150.00,0.889
9965,0.000,200,1227.00,0.931
10067,0.000,200,1229.00,0.932
10168,0.000,200,1215.00,0.925
10269,0.000,200,1322.00,0.982
10371,0.000,200,1411.00,1.030
10472,0.000,200,1471.00,1.063
10575,0.000,200,1541.00,1.100
10676,0.000,200,1509.00,1.083
10777,0.000,200,1468.00,1.061
10879,0.000,200,1364.00,1.005
10980,0.000,200,1250.00,0.943
11082,0.000,200,1106.00,0.866
11183,0.000,200,1004.00,0.811
11285,0.000,200,893.00,0.751
11387,0.000,200,808.00,0.705
11488,0.000,200,772.00,0.686
11589,0.000,200,716.00,0.656
11691,0.000,200,637.00,0.613
11792,0.000,200,597.00,0.591
11894,0.000,200,576.00,0.580
11995,0.000,200,499.00,0.539
12097,0.000,200,453.00,0.514
12199,0.000,200,392.00,0.481
12300,0.000,200,360.00,0.464
12401,0.000,200,321.00,0.443
12503,0.000,200,330.00,0.447
12604,0.000,200,319.00,0.442