ms,pos,steps,strain,g
0,0.000,200,22.00,0.281
2,0.000,200,8.00,0.274
31,0.000,200,31.00,0.286
133,0.000,200,193.00,0.374
234,0.000,200,344.00,0.455
335,0.000,200,390.00,0.480
438,0.000,200,462.00,0.519
539,0.000,200,458.00,0.516
641,0.000,200,446.00,0.510
742,0.000,200,453.00,0.514
843,0.000,200,540.00,0.561
945,0.000,200,575.00,0.580
1046,0.000,200,658.00,0.624
1147,0.000,200,672.00,0.632
1249,0.000,200,659.00,0.625
1351,0.000,200,743.00,0.670
1453,0.000,200,811.00,0.707
1554,0.000,200,847.00,0.726
1655,0.000,200,887.00,0.748
1757,0.000,200,925.00,0.768
1858,0.000,200,909.00,0.760
1959,0.000,200,944.00,0.778
2062,0.000,200,1024.00,0.822
2163,0.000,200,1054.00,0.838
2265,0.000,200,1119.00,0.873
2366,0.000,200,1164.00,0.897
2467,0.000,200,1296.00,0.968
2569,0.000,200,1344.00,0.994
2670,0.000,200,1371.00,1.009
2773,0.000,200,1465.00,1.059
2874,0.000,200,1527.00,1.093
2975,0.000,200,1598.00,1.131
3077,0.000,200,1610.00,1.137
3178,0.000,200,1645.00,1.156
3279,0.000,200,1716.00,1.195
3381,0.000,200,1791.00,1.235
3482,0.000,200,1883.00,1.285
3585,0.000,200,1996.00,1.346
3686,0.000,200,2079.00,1.390
3787,0.000,200,2167.00,1.438
3889,0.000,200,2247.00,1.481
3990,0.000,200,2348.00,1.535
4091,0.000,200,2456.00,1.594
4193,0.000,200,2556.00,1.647
4294,0.000,200,2626.00,1.685
4397,0.000,200,2783.00,1.770
4498,0.000,200,2952.00,1.861
4599,0.000,200,3072.00,1.926
4701,0.000,200,3228.00,2.010
4802,0.000,200,3387.00,2.095
4903,0.000,200,3541.00,2.178
5005,0.000,200,3677.00,2.252
5107,0.000,200,3735.00,2.283
5209,0.000,200,3584.00,2.202
5310,0.000,200,3255.00,2.024
5411,0.000,200,2938.00,1.853