ms,pos,steps,strain,g
0,0.000,200,-1.00,0.269
2,0.000,200,27.00,0.284
25,0.000,200,3.00,0.271
126,0.000,200,31.00,0.286
228,0.000,200,125.00,0.337
329,0.000,200,206.00,0.381
430,0.000,200,326.00,0.445
532,0.000,200,351.00,0.459
634,0.000,200,435.00,0.504
735,0.000,200,480.00,0.528
837,0.000,200,506.00,0.542
938,0.000,200,507.00,0.543
1040,0.000,200,518.00,0.549
1141,0.000,200,523.00,0.551
1242,0.000,200,560.00,0.571
1344,0.000,200,559.00,0.571
1446,0.000,200,629.00,0.609
1548,0.000,200,631.00,0.610
1649,0.000,200,597.00,0.591
1750,0.000,200,605.00,0.596
1852,0.000,200,629.00,0.609
1953,0.000,200,664.00,0.627
2054,0.000,200,658.00,0.624
2156,0.000,200,693.00,0.643
2258,0.000,200,683.00,0.638
2360,0.000,200,673.00,0.632
2461,0.000,200,679.00,0.636
2562,0.000,200,658.00,0.624
2664,0.000,200,685.00,0.639
2765,0.000,200,744.00,0.671
2866,0.000,200,784.00,0.692
2968,0.000,200,763.00,0.681
3069,0.000,200,753.00,0.675
3172,0.000,200,757.00,0.678
3273,0.000,200,794.00,0.698
3374,0.000,200,806.00,0.704
3476,0.000,200,798.00,0.700
3577,0.000,200,796.00,0.699
3678,0.000,200,791.00,0.696
3780,0.000,200,797.00,0.699
3881,0.000,200,770.00,0.685
3984,0.000,200,784.00,0.692
4085,0.000,200,811.00,0.707
4186,0.000,200,781.00,0.691
4288,0.000,200,791.00,0.696
4389,0.000,200,809.00,0.706
4490,0.000,200,798.00,0.700
4592,0.000,200,847.00,0.726
4694,0.000,200,869.00,0.738
4796,0.000,200,889.00,0.749
4897,0.000,200,899.00,0.754
4998,0.000,200,859.00,0.733
5100,0.000,200,876.00,0.742
5201,0.000,200,907.00,0.758
5303,0.000,200,930.00,0.771
5404,0.000,200,986.00,0.801
5505,0.000,200,1023.00,0.821
5608,0.000,200,1045.00,0.833
5709,0.000,200,1006.00,0.812
5810,0.000,200,1033.00,0.826
5912,0.000,200,1054.00,0.838
6013,0.000,200,1079.00,0.851
6115,0.000,200,1136.00,0.882
6216,0.000,200,1096.00,0.860
6317,0.000,200,1090.00,0.857
6420,0.000,200,1138.00,0.883
6521,0.000,200,1135.00,0.881
6622,0.000,200,1178.00,0.905
6724,0.000,200,1210.00,0.922
6825,0.000,200,1244.00,0.940
6927,0.000,200,1244.00,0.940
7028,0.000,200,1286.00,0.963
7130,0.000,200,1330.00,0.987
7232,0.000,200,1346.00,0.995
7333,0.000,200,1352.00,0.998
7434,0.000,200,1381.00,1.014
7536,0.000,200,1464.00,1.059
7637,0.000,200,1513.00,1.085
7739,0.000,200,1520.00,1.089
7840,0.000,200,1503.00,1.080
7942,0.000,200,1516.00,1.087
8044,0.000,200,1557.00,1.109
8145,0.000,200,1592.00,1.128
8247,0.000,200,1570.00,1.116
8348,0.000,200,1447.00,1.050
8449,0.000,200,1275.00,0.957
8551,0.000,200,1176.00,0.904
8652,0.000,200,1099.00,0.862
8753,0.000,200,984.00,0.800
8856,0.000,200,881.00,0.744
8957,0.000,200,800.00,0.701
9059,0.000,200,754.00,0.676
9160,0.000,200,705.00,0.650
9261,0.000,200,652.00,0.621
9363,0.000,200,599.00,0.592
9464,0.000,200,548.00,0.565
9565,0.000,200,459.00
