ms,pos,steps,strain,g
0,0.000,200,34.00,0.288
2,0.000,200,28.00,0.285
31,0.000,200,68.00,0.306
132,0.000,200,334.00,0.450
234,0.000,200,582.00,0.583
335,0.000,200,688.00,0.640
436,0.000,200,769.00,0.684
538,0.000,200,830.00,0.717
639,0.000,200,905.00,0.757
741,0.000,200,944.00,0.778
843,0.000,200,990.00,0.803
944,0.000,200,1062.00,0.842
1046,0.000,200,1115.00,0.871
1147,0.000,200,1176.00,0.904
1248,0.000,200,1223.00,0.929
1350,0.000,200,1246.00,0.941
1451,0.000,200,1312.00,0.977
1552,0.000,200,1343.00,0.994
1654,0.000,200,1415.00,1.032
1755,0.000,200,1505.00,1.081
1857,0.000,200,1583.00,1.123
1959,0.000,200,1621.00,1.143
2060,0.000,200,1675.00,1.173
2162,0.000,200,1716.00,1.195
2263,0.000,200,1828.00,1.255
2364,0.000,200,1905.00,1.296
2466,0.000,200,1972.00,1.333
2567,0.000,200,2065.00,1.383
2669,0.000,200,2157.00,1.432
2770,0.000,200,2197.00,1.454
2871,0.000,200,2301.00,1.510
2973,0.000,200,2427.00,1.578
3074,0.000,200,2539.00,1.638
3177,0.000,200,2611.00,1.677
3278,0.000,200,2722.00,1.737
3379,0.000,200,2859.00,1.811
3481,0.000,200,2995.00,1.884
3582,0.000,200,3121.00,1.952
3683,0.000,200,3262.00,2.028
3785,0.000,200,3421.00,2.114
3886,0.000,200,3601.00,2.211
3988,0.000,200,3799.00,2.318
4089,0.000,200,3968.00,2.409
4190,0.000,200,4163.00,2.514
4293,0.000,200,4414.00,2.649
4394,0.000,200,4622.00,2.761
4495,0.000,200,4917.00,2.920
4597,0.000,200,5185.00,3.065
4698,0.000,200,5509.00,3.239
4800,0.000,200,5816.00,3.405
4901,0.000,200,6137.00,3.578
5002,0.000,200,6520.00,3.784
5104,0.000,200,6702.00,3.882
5205,0.000,200,6435.00,3.739
5306,0.000,200,5737.00,3.362
5409,0.000,200,5032.00,2.982
5510,0.000,200,4473.00,2.681
5612,0.000,200,4067.00,2.462
5713,0.000,200,3654.00,2.239
5814,0.000,200,3279.00,2.037
5916,0.000,200,3038.00,1.907
6017,0.000,200,2822.00,1.791
6118,0.000,200,2564.00,1.652
6220,0.000,200,2339.00,1.530
6321,0.000,200,2144.00,1.425
6423,0.000,200,1950.00,1.321
6524,0.000,200,1846.00,1.265
6625,0.000,200,1737.00,1.206
6727,0.000,200,1582.00,1.122
6829,0.000,200,1478.00,1.066
6930,0.000,200,1411.00,1.030
7032,0.000,200,1284.00,0.962
7133,0.000,200,1238.00,0.937
7235,0.000,200,1132.00,0.880
7336,0.000,200,1078.00,0.851
7437,0.000,200,1023.00,0.821
7539,0.000,200,913.00,0.762
7640,0.000,200,876.00,0.742
7742,0.000,200,829.00,0.716
7843,0.000,200,751.00,0.674
7944,0.000,200,684.00,0.638
8047,0.000,200,615.00,0.601
8148,0.000,200,629.00,0.609
8249,0.000,200,608.00,0.597
8351,0.000,200,573.00,0.578
8452,0.000,200,546.00,0.564
8554,0.000,200,486.00,0.532
8655,0.000,200,412.00,0.492
8756,0.000,200,386.00,0.478
8858,0.000,200,371.00,0.470
8959,0.000,200,355.00,0.461
9060,0.000,200,364.00,0.466
9162,0.000,200,311.00,0.437
9264,0.000,200,221.00,0.389
9366,0.000,200,141.00,0.346
9467,0.000,200,24.00,0.282
9568,0.000,200,-80.00,0.226
9670,0.000,200,-242.00,0.139
9771,0.000,200,-495.00,0.003
9872,0.000,200,-858.00,-0.193
9974,0.000,200,-957.00,-0.246
10075,0.000,200,-1049.00,-0.296
10177,0.000,200,-1044.00,-0.293
10278,0.000,200,-851.00,-0.189
10380,0.000,200,-830.00,-0.178
10482,0.000,200,-709.00,-0.113