ms,pos,steps,strain,g
0,0.000,200,-82.00,0.225
2,0.000,200,-55.00,0.240
7,0.000,200,-32.00,0.252
98,0.000,200,31.00,0.286
191,0.000,200,213.00,0.384
283,0.000,200,298.00,0.430
374,0.000,200,289.00,0.425
466,0.000,200,331.00,0.448
557,0.000,200,411.00,0.491
649,0.000,200,428.00,0.500
741,0.000,200,510.00,0.544
833,0.000,200,638.00,0.613
925,0.000,200,747.00,0.672
1017,0.000,200,829.00,0.716
1108,0.000,200,887.00,0.748
1200,0.000,200,858.00,0.732
1292,0.000,200,757.00,0.678
1384,0.000,200,681.00,0.637
1476,0.000,200,564.00,0.574
1568,0.000,200,636.00,0.612
1659,0.000,200,688.00,0.640
1751,0.000,200,811.00,0.707
1843,0.000,200,756.00,0.677
1934,0.000,200,729.00,0.663
2027,0.000,200,918.00,0.764
2118,0.000,200,1394.00,1.021
2210,0.000,200,1552.00,1.106
2302,0.000,200,1369.00,1.008
2393,0.000,200,1397.00,1.023
2485,0.000,200,1514.00,1.086
2578,0.000,200,1541.00,1.100
2669,0.000,200,1532.00,1.095
2761,0.000,200,1775.00,1.226
2853,0.000,200,1930.00,1.310
2944,0.000,200,1888.00,1.287
3036,0.000,200,1889.00,1.288
3128,0.000,200,1558.00,1.109
3220,0.000,200,1598.00,1.131
3312,0.000,200,1727.00,1.201
3404,0.000,200,1535.00,1.097
3495,0.000,200,1445.00,1.049
3587,0.000,200,1464.00,1.059
3678,0.000,200,1413.00,1.031
3770,0.000,200,1439.00,1.045
3863,0.000,200,1458.00,1.056
3954,0.000,200,1375.00,1.011
4046,0.000,200,1507.00,1.082
4138,0.000,200,1552.00,1.106
4229,0.000,200,1618.00,1.142
4321,0.000,200,1865.00,1.275
4414,0.000,200,2018.00,1.357
4505,0.000,200,1926.00,1.308
4597,0.000,200,1806.00,1.243
4689,0.000,200,1817.00,1.249
4780,0.000,200,1724.00,1.199
4872,0.000,200,1694.00,1.183
4963,0.000,200,1573.00,1.118
5056,0.000,200,1503.00,1.080
5148,0.000,200,1637.00,1.152
5239,0.000,200,1842.00,1.263
5331,0.000,200,2148.00,1.427
5423,0.000,200,2229.00,1.471
5514,0.000,200,2170.00,1.439
5607,0.000,200,1897.00,1.292
5699,0.000,200,1499.00,1.078
5790,0.000,200,1659.00,1.164
5882,0.000,200,1713.00,1.193
5974,0.000,200,1059.00,0.840
6065,0.000,200,551.00,0.567
6157,0.000,200,474.00,0.525
6249,0.000,200,556.00,0.569
6341,0.000,200,431.00,0.502
6433,0.000,200,168.00,0.360
6524,0.000,200,39.00,0.291
6616,0.000,200,-114.00,0.208
6708,0.000,200,-215.00,0.154
6799,0.000,200,-163.00,0.182
6892,0.000,200,-110.00,0.210