ms,pos,steps,strain,g
0,0.000,200,-2324.00,-0.983
3,0.000,200,-2211.00,-0.922
73,0.000,200,-1614.00,-0.601
164,0.000,200,-636.00,-0.073
256,0.000,200,-429.00,0.038
348,0.000,200,-458.00,0.023
440,0.000,200,-467.00,0.018
532,0.000,200,-417.00,0.045
623,0.000,200,-376.00,0.067
715,0.000,200,-428.00,0.039
807,0.000,200,-351.00,0.080
898,0.000,200,-261.00,0.129
991,0.000,200,-294.00,0.111
1083,0.000,200,-261.00,0.129
1174,0.000,200,-294.00,0.111
1266,0.000,200,-252.00,0.134
1358,0.000,200,-150.00,0.189
1449,0.000,200,-190.00,0.167
1542,0.000,200,-294.00,0.111
1634,0.000,200,-264.00,0.127
1725,0.000,200,-239.00,0.141
1817,0.000,200,-177.00,0.174
1909,0.000,200,-131.00,0.199
2000,0.000,200,-20.00,0.259
2092,0.000,200,2.00,0.271
2184,0.000,200,-58.00,0.238
2276,0.000,200,-126.00,0.202
2368,0.000,200,-157.00,0.185
2459,0.000,200,-117.00,0.206
2551,0.000,200,-154.00,0.187
2643,0.000,200,-193.00,0.165
2734,0.000,200,-221.00,0.150
2827,0.000,200,-254.00,0.133
2919,0.000,200,-252.00,0.134
3010,0.000,200,-233.00,0.144
3102,0.000,200,-103.00,0.214
3194,0.000,200,17.00,0.279
3285,0.000,200,85.00,0.315
3378,0.000,200,46.00,0.294
3470,0.000,200,-24.00,0.257
3561,0.000,200,-52.00,0.242
3653,0.000,200,8.00,0.274
3744,0.000,200,59.00,0.301
3836,0.000,200,46.00,0.294
3928,0.000,200,-111.00,0.210
4020,0.000,200,-121.00,0.204
4112,0.000,200,-49.00,0.243
4204,0.000,200,6.00,0.273
4295,0.000,200,39.00,0.291
4387,0.000,200,22.00,0.281
4479,0.000,200,-43.00,0.246
4570,0.000,200,-112.00,0.209
4663,0.000,200,-85.00,0.224
4755,0.000,200,-110.00,0.210
4846,0.000,200,-153.00,0.187
4938,0.000,200,-236.00,0.142
5030,0.000,200,-247.00,0.136
5121,0.000,200,-232.00,0.144
5214,0.000,200,-153.00,0.187
5306,0.000,200,-166.00,0.180
5397,0.000,200,-98.00,0.217
5489,0.000,200,-35.00,0.251
5580,0.000,200,-80.00,0.226
5672,0.000,200,-149.00,0.189
5764,0.000,200,-212.00,0.155
5856,0.000,200,-239.00,0.141
5948,0.000,200,-80.00,0.226
6040,0.000,200,19.00,0.280
6131,0.000,200,-27.00,0.255
6223,0.000,200,-74.00,0.230
6315,0.000,200,21.00,0.281
6407,0.000,200,43.00,0.293
6499,0.000,200,8.00,0.274
6591,0.000,200,-25.00,0.256
6682,0.000,200,7.00,0.273
6774,0.000,200,94.00,0.320
6865,0.000,200,183.00,0.368
6957,0.000,200,117.00,0.333
