ms,pos,steps,strain,g
0,0.000,200,-76.00,0.229
2,0.000,200,-94.00,0.219
75,0.000,200,27.00,0.284
166,0.000,200,83.00,0.314
259,0.000,200,14.00,0.277
351,0.000,200,24.00,0.282
442,0.000,200,108.00,0.328
534,0.000,200,74.00,0.309
626,0.000,200,104.00,0.326
717,0.000,200,116.00,0.332
809,0.000,200,158.00,0.355
902,0.000,200,157.00,0.354
993,0.000,200,129.00,0.339
1085,0.000,200,119.00,0.334
1177,0.000,200,110.00,0.329
1268,0.000,200,88.00,0.317
1360,0.000,200,91.00,0.319
1452,0.000,200,124.00,0.336
1544,0.000,200,60.00,0.302
1636,0.000,200,74.00,0.309
1727,0.000,200,124.00,0.336
1819,0.000,200,49.00,0.296
1911,0.000,200,46.00,0.294
2002,0.000,200,137.00,0.343
2095,0.000,200,166.00,0.359
2187,0.000,200,143.00,0.347
2278,0.000,200,215.00,0.385
2370,0.000,200,150.00,0.350
2462,0.000,200,90.00,0.318
2553,0.000,200,190.00,0.372
2646,0.000,200,146.00,0.348
2738,0.000,200,171.00,0.362
2829,0.000,200,193.00,0.374
2921,0.000,200,194.00,0.374
3012,0.000,200,182.00,0.368
3104,0.000,200,155.00,0.353
3196,0.000,200,118.00,0.333
3288,0.000,200,143.00,0.347
3380,0.000,200,128.00,0.339
3472,0.000,200,144.00,0.347
3563,0.000,200,142.00,0.346
3655,0.000,200,133.00,0.341
3747,0.000,200,138.00,0.344
3838,0.000,200,98.00,0.322
3931,0.000,200,124.00,0.336
4023,0.000,200,222.00,0.389
4114,0.000,200,187.00,0.370
4206,0.000,200,75.00,0.310
4297,0.000,200,95.00,0.321
4389,0.000,200,163.00,0.357
4482,0.000,200,179.00,0.366
4573,0.000,200,171.00,0.362
4665,0.000,200,188.00,0.371
4757,0.000,200,102.00,0.325
4848,0.000,200,124.00,0.336
4940,0.000,200,173.00,0.363
5032,0.000,200,175.00,0.364
5124,0.000,200,162.00,0.357
5216,0.000,200,152.00,0.351
5308,0.000,200,163.00,0.357
5399,0.000,200,163.00,0.357
5491,0.000,200,103.00,0.325
5583,0.000,200,162.00,0.357
5675,0.000,200,196.00,0.375
5767,0.000,200,182.00,0.368
5859,0.000,200,181.00,0.367
5950,0.000,200,228.00,0.392
6042,0.000,200,169.00,0.361
6134,0.000,200,121.00,0.335
6225,0.000,200,183.00,0.368
6318,0.000,200,274.00,0.417
6410,0.000,200,194.00,0.374
6501,0.000,200,210.00,0.383
6593,0.000,200,288.00,0.425
6684,0.000,200,232.00,0.395
6776,0.000,200,247.00,0.403
6869,0.000,200,269.00,0.415
6960,0.000,200,265.00,0.412
7052,0.000,200,221.00,0.389
7144,0.000,200,261.00,0.410
7235,0.000,200,259.00,0.409
7327,0.000,200,247.00,0.403
7419,0.000,200,249.00,0.404
7511,0.000,200,327.00,0.446
7603,0.000,200,316.00,0.440
7695,0.000,200,307.00,0.435
7786,0.000,200,338.00,0.452
7878,0.000,200,276.00,0.418
7970,0.000,200,220.00,0.388
8061,0.000,200,275.00,0.418
8154,0.000,200,283.00,0.422
8246,0.000,200,261.00,0.410
8337,0.000,200,265.00,0.412
8429,0.000,200,288.00,0.425
8521,0.000,200,344.00,0.455
8612,0.000,200,401.00,0.486
8705,0.000,200,366.00,0.467
8797,0.000,200,336.00,0.451
8888,0.000,200,384.00,0.477
8980,0.000,200,360.00,0.464
9071,0.000,200,334.00,0.450
9163,0.000,200,417.00,0.494
9255,0.000,200,467.00,0.521
9347,0.000,200,451.00,0.513
9439,0.000,200,377.00,0.473
9531,0.000,200,360.00,0.464
9622,0.000,200,423.00,0.498
9714,0.000,200,396.00,0.483
9806,0.000,200,422.00,0.497
9897,0.000,200,422.00,0.497
9990,0.000,200,466.00,0.521
10082,0.000,200,499.00,0.539
10173,0.000,200,483.00,0.530
10265,0.000,200,489.00,0.533
10357,0.000,200,481.00,0.529
10448,0.000,200,468.00,0.522
10541,0.000,200,577.00,0.581
10633,0.000,200,549.00,0.565
10724,0.000,200,513.00,0.546
10816,0.000,200,527.00,0.554
10908,0.000,200,546.00,0.564
10999,0.000,200,518.00,0.549
11091,0.000,200,428.00,0.500
11184,0.000,200,423.00,0.498
11275,0.000,200,384.00,0.477
11367,0.000,200,384.00,0.477
11459,0.000,200,395.00,0.482
11550,0.000,200,391.00,0.480
11642,0.000,200,368.00,0.468
11734,0.000,200,273.00,0.417
11826,0.000,200,253.00,0.406
11918,0.000,200,325.00,0.445
12009,0.000,200,329.00,0.447
12101,0.000,200,297.00,0.430