ms,pos,steps,strain,g
0,0.000,200,-2298.00,-0.969
2,0.000,200,-2376.00,-1.011
22,0.000,200,-2143.00,-0.886
114,0.000,200,-690.00,-0.102
205,0.000,200,-366.00,0.072
298,0.000,200,-544.00,-0.024
389,0.000,200,-487.00,0.007
481,0.000,200,-500.00,0.000
572,0.000,200,-575.00,-0.040
664,0.000,200,-526.00,-0.014
756,0.000,200,-587.00,-0.047
847,0.000,200,-751.00,-0.135
940,0.000,200,-837.00,-0.182
1031,0.000,200,-904.00,-0.218
1123,0.000,200,-877.00,-0.203
1215,0.000,200,-735.00,-0.127
1306,0.000,200,-645.00,-0.078
1398,0.000,200,-685.00,-0.100
1489,0.000,200,-629.00,-0.070
1582,0.000,200,-560.00,-0.032
1673,0.000,200,-514.00,-0.008
1765,0.000,200,-436.00,0.035
1857,0.000,200,-490.00,0.005
1948,0.000,200,-577.00,-0.042
2040,0.000,200,-590.00,-0.049
2132,0.000,200,-622.00,-0.066
2224,0.000,200,-695.00,-0.105
2315,0.000,200,-743.00,-0.131
2407,0.000,200,-812.00,-0.168
2499,0.000,200,-851.00,-0.189
2590,0.000,200,-777.00,-0.149
2682,0.000,200,-759.00,-0.140
2774,0.000,200,-691.00,-0.103
2866,0.000,200,-647.00,-0.079
2958,0.000,200,-668.00,-0.091
3049,0.000,200,-657.00,-0.085
3141,0.000,200,-696.00,-0.106
3232,0.000,200,-798.00,-0.161
3324,0.000,200,-848.00,-0.188
3416,0.000,200,-804.00,-0.164
3508,0.000,200,-667.00,-0.090
3600,0.000,200,-559.00,-0.032
3691,0.000,200,-500.00,0.000
3783,0.000,200,-429.00,0.038
3874,0.000,200,-382.00,0.064
3967,0.000,200,-374.00,0.068
4058,0.000,200,-376.00,0.067
4150,0.000,200,-268.00,0.125
4242,0.000,200,-263.00,0.128
4333,0.000,200,-297.00,0.109
4425,0.000,200,-410.00,0.049
4516,0.000,200,-545.00,-0.024
4609,0.000,200,-516.00,-0.009
4701,0.000,200,-490.00,0.005
4792,0.000,200,-509.00,-0.005
4884,0.000,200,-501.00,-0.001
4975,0.000,200,-570.00,-0.038
5067,0.000,200,-674.00,-0.094
5158,0.000,200,-718.00,-0.118
5251,0.000,200,-726.00,-0.122
5343,0.000,200,-800.00,-0.162
5434,0.000,200,-734.00,-0.126
5526,0.000,200,-704.00,-0.110
5617,0.000,200,-603.00,-0.056
5709,0.000,200,-530.00,-0.016
5802,0.000,200,-541.00,-0.022
5893,0.000,200,-591.00,-0.049
5985,0.000,200,-630.00,-0.070
6076,0.000,200,-637.00,-0.074
6168,0.000,200,-655.00,-0.084
6259,0.000,200,-669.00,-0.091
6351,0.000,200,-609.00,-0.059
6444,0.000,200,-619.00,-0.064
6535,0.000,200,-624.00,-0.067
6627,0.000,200,-474.00,0.014
6718,0.000,200,-553.00,-0.029
6810,0.000,200,-643.00,-0.077
6901,0.000,200,-591.00,-0.049
6993,0.000,200,-551.00,-0.027
7086,0.000,200,-567.00,-0.036
7177,0.000,200,-639.00,-0.075
7269,0.000,200,-761.00,-0.141
7360,0.000,200,-804.00,-0.164
7452,0.000,200,-848.00,-0.188
7544,0.000,200,-931.00,-0.232
7636,0.000,200,-971.00,-0.254
7728,0.000,200,-953.00,-0.244
7819,0.000,200,-901.00,-0.216
7911,0.000,200,-893.00,-0.212
8002,0.000,200,-836.00,-0.181
8094,0.000,200,-711.00,-0.114
8186,0.000,200,-651.00,-0.081
8278,0.000,200,-614.00,-0.061
8370,0.000,200,-477.00,0.012
8461,0.000,200,-465.00,0.019
8553,0.000,200,-511.00,-0.006
8645,0.000,200,-600.00,-0.054
8736,0.000,200,-630.00,-0.070
8828,0.000,200,-610.00,-0.059
8920,0.000,200,-646.00,-0.079
9012,0.000,200,-774.00,-0.148
9103,0.000,200,-738.00,-0.128
9195,0.000,200,-771.00,-0.146
9287,0.000,200,-742.00,-0.130
9378,0.000,200,-603.00,-0.056
9471,0.000,200,-481.00,0.010
9562,0.000,200,-573.00,-0.039
9654,0.000,200,-658.00,-0.085
9745,0.000,200,-639.00,-0.075
9837,0.000,200,-746.00,-0.133
9929,0.000,200,-849.00,-0.188
10020,0.000,200,-838.00,-0.182
10113,0.000,200,-878.00,-0.204
10204,0.000,200,-844.00,-0.185
10296,0.000,200,-746.00,-0.133
10388,0.000,200,-731.00,-0.125
10479,0.000,200,-730.00,-0.124
10571,0.000,200,-654.00,-0.083
10662,0.000,200,-605.00,-0.057
10755,0.000,200,-601.00,-0.054
10846,0.000,200,-604.00,-0.056
10938,0.000,200,-624.00,-0.067
11030,0.000,200,-533.00,-0.018
11121,0.000,200,-569.00,-0.037
11213,0.000,200,-701.00,-0.108
11304,0.000,200,-799.00,-0.161
11397,0.000,200,-884.00,-0.207
11489,0.000,200,-978.00,-0.258
11580,0.000,200,-1013.00,-0.277
11672,0.000,200,-1100.00,-0.323
11763,0.000,200,-1184.00,-0.369
11855,0.000,200,-1349.00,-0.458
11948,0.000,200,-1304.00,-0.433
12039,0.000,200,-1300.00,-0.431
12131,0.000,200,-1279.00,-0.420
12222,0.000,200,-1036.00,-0.289
12314,0.000,200,-841.00,-0.184
12405,0.000,200,-694.00,-0.105
12497,0.000,200,-584.00,-0.045
12590,0.000,200,-465.00,0.019
12681,0.000,200,-487.00,0.007
12773,0.000,200,-511.00,-0.006
12864,0.000,200,-529.00,-0.016
12956,0.000,200,-525.00,-0.013
13047,0.000,200,-526.00,-0.014
13140,0.000,200,-582.00,-0.044
13232,0.000,200,-583.00,-0.045
13323,0.000,200,-574.00,-0.040
13415,0.000,200,-529.00,-0.016
13506,0.000,200,-602.00,-0.055
13598,0.000,200,-662.00,-0.087
13689,0.000,200,-516.00,-0.009
13782,0.000,200,-452.00,0.026
13874,0.000,200,-532.00,-0.017
13965,0.000,200,-631.00,-0.071
14057,0.000,200,-547.00,-0.025
14148,0.000,200,-494.00,0.003
14240,0.000,200,-425.00,0.040
14332,0.000,200,-496.00,0.002
