ms,pos,steps,strain,g
0,0.000,200,-169.00,0.178
2,0.000,200,-204.00,0.160
41,0.000,200,-276.00,0.121
142,0.000,200,-1058.00,-0.301
243,0.000,200,-2624.00,-1.145
345,0.000,200,-4497.00,-2.155
446,0.000,200,-7165.00,-3.593
548,0.000,200,-10485.00,-5.383
650,0.000,200,-13695.00,-7.113
751,0.000,200,-15696.00,-8.192
853,0.000,200,-12301.00,-6.362
954,0.000,200,-7897.00,-3.988
1056,0.000,200,-7537.00,-3.794
1157,0.000,200,-7736.00,-3.901
1258,0.000,200,-7888.00,-3.983
1360,0.000,200,-8043.00,-4.066
1461,0.000,200,-8145.00,-4.121
1562,0.000,200,-8228.00,-4.166
1665,0.000,200,-8309.00,-4.210
1766,0.000,200,-8448.00,-4.285
1868,0.000,200,-8556.00,-4.343
1969,0.000,200,-8612.00,-4.373
2070,0.000,200,-8677.00,-4.408
2172,0.000,200,-8722.00,-4.432
2273,0.000,200,-8783.00,-4.465
2374,0.000,200,-8864.00,-4.509
2476,0.000,200,-8972.00,-4.567
2578,0.000,200,-9044.00,-4.606
2680,0.000,200,-9086.00,-4.629
2781,0.000,200,-9133.00,-4.654
2882,0.000,200,-9145.00,-4.660
2984,0.000,200,-9211.00,-4.696
3085,0.000,200,-9240.00,-4.712
3186,0.000,200,-9226.00,-4.704
3288,0.000,200,-9327.00,-4.758
3389,0.000,200,-9427.00,-4.812
3491,0.000,200,-9395.00,-4.795
3593,0.000,200,-9433.00,-4.816
3694,0.000,200,-9507.00,-4.856
3796,0.000,200,-9524.00,-4.865
3897,0.000,200,-9551.00,-4.879
3998,0.000,200,-9597.00,-4.904
4100,0.000,200,-9655.00,-4.935
4201,0.000,200,-9670.00,-4.943
4303,0.000,200,-9689.00,-4.954
4404,0.000,200,-9770.00,-4.997
4506,0.000,200,-9829.00,-5.029
4608,0.000,200,-9859.00,-5.045
4709,0.000,200,-9892.00,-5.063
4811,0.000,200,-9943.00,-5.091
4912,0.000,200,-9993.00,-5.118
5013,0.000,200,-10031.00,-5.138
5115,0.000,200,-10052.00,-5.149
5216,0.000,200,-10119.00,-5.185
5317,0.000,200,-10210.00,-5.235
5420,0.000,200,-10224.00,-5.242
5521,0.000,200,-10260.00,-5.261
5623,0.000,200,-10308.00,-5.287
5724,0.000,200,-10358.00,-5.314
5825,0.000,200,-10401.00,-5.337
5927,0.000,200,-10483.00,-5.382
6028,0.000,200,-10490.00,-5.385
6129,0.000,200,-10457.00,-5.368
6232,0.000,200,-10554.00,-5.420
6333,0.000,200,-10639.00,-5.466
6435,0.000,200,-10698.00,-5.498
6536,0.000,200,-10736.00,-5.518
6637,0.000,200,-10799.00,-5.552
6739,0.000,200,-10850.00,-5.580
6840,0.000,200,-10844.00,-5.576
6941,0.000,200,-10930.00,-5.623
7043,0.000,200,-11053.00,-5.689
7145,0.000,200,-11145.00,-5.739
7247,0.000,200,-11203.00,-5.770
7348,0.000,200,-11302.00,-5.823
7449,0.000,200,-11413.00,-5.883
7551,0.000,200,-11529.00,-5.946
7652,0.000,200,-11619.00,-5.994
7753,0.000,200,-11718.00,-6.047
7855,0.000,200,-11777.00,-6.079
7956,0.000,200,-11903.00,-6.147
8059,0.000,200,-12029.00,-6.215
8160,0.000,200,-12100.00,-6.253
8261,0.000,200,-12197.00,-6.306
8363,0.000,200,-12304.00,-6.363
8464,0.000,200,-12374.00,-6.401
8566,0.000,200,-12480.00,-6.458
8667,0.000,200,-12626.00,-6.537
8768,0.000,200,-12744.00,-6.601
8870,0.000,200,-12824.00,-6.644
8971,0.000,200,-12967.00,-6.721
9073,0.000,200,-13122.00,-6.804
9175,0.000,200,-13227.00,-6.861
9276,0.000,200,-13324.00,-6.913
9378,0.000,200,-13407.00,-6.958
9479,0.000,200,-13575.00,-7.049
9580,0.000,200,-13708.00,-7.120
9682,0.000,200,-13839.00,-7.191
9783,0.000,200,-13991.00,-7.273
9884,0.000,200,-14136.00,-7.351
9987,0.000,200,-14269.00,-7.423
10088,0.000,200,-14385.00,-7.485
10190,0.000,200,-14551.00,-7.575
10291,0.000,200,-14711.00,-7.661
10392,0.000,200,-14871.00,-7.747
10494,0.000,200,-15000.00,-7.817
10595,0.000,200,-15113.00,-7.878
10696,0.000,200,-15286.00,-7.971
10798,0.000,200,-15452.00,-8.060
10900,0.000,200,-15608.00,-8.144
11002,0.000,200,-15708.00,-8.198
11103,0.000,200,-15897.00,-8.300
11204,0.000,200,-16110.00,-8.415
11306,0.000,200,-16367.00,-8.554
11407,0.000,200,-16577.00,-8.667
11508,0.000,200,-16824.00,-8.800
11610,0.000,200,-17101.00,-8.949
11711,0.000,200,-17298.00,-9.056
11813,0.000,200,-17531.00,-9.181
11915,0.000,200,-17779.00,-9.315
12016,0.000,200,-18025.00,-9.447
12118,0.000,200,-18291.00,-9.591
12219,0.000,200,-18601.00,-9.758
12321,0.000,200,-18894.00,-9.916
12422,0.000,200,-19201.00,-10.081
12523,0.000,200,-19481.00,-10.232
12625,0.000,200,-19776.00,-10.391
12726,0.000,200,-20041.00,-10.534
12827,0.000,200,-20263.00,-10.654
12930,0.000,200,-20509.00,-10.787
13031,0.000,200,-20797.00,-10.942
13133,0.000,200,-21081.00,-11.095
13234,0.000,200,-21407.00,-11.271
13335,0.000,200,-21751.00,-11.456
13437,0.000,200,-22025.00,-11.604
13538,0.000,200,-22392.00,-11.802
13639,0.000,200,-22741.00,-11.990
13741,0.000,200,-23055.00,-12.159
13843,0.000,200,-23429.00,-12.361
13945,0.000,200,-23802.00,-12.562
14046,0.000,200,-24169.00,-12.760
14147,0.000,200,-24484.00,-12.929
14249,0.000,200,-24813.00,-13.107
14350,0.000,200,-25155.00,-13.291
14451,0.000,200,-25532.00,-13.494
14553,0.000,200,-25897.00,-13.691
14654,0.000,200,-26320.00,-13.919
14757,0.000,200,-26746.00,-14.149
14858,0.000,200,-27116.00,-14.348
14959,0.000,200,-27521.00,-14.567
15061,0.000,200,-27887.00,-14.764
15162,0.000,200,-28323.00,-14.999
15264,0.000,200,-28780.00,-15.245
15365,0.000,200,-29178.00,-15.460
15466,0.000,200,-29516.00,-15.642
15568,0.000,200,-29911.00,-15.855
15670,0.000,200,-30288.00,-16.058
15771,0.000,200,-30651.00,-16.254
15873,0.000,200,-30834.00,-16.353
15974,0.000,200,-30157.00,-15.988
16076,0.000,200,-28639.00,-15.169