ms,pos,steps,strain,g
0,0.000,200,63.00,0.304
2,0.000,200,72.00,0.308
72,0.000,200,169.00,0.361
165,0.000,200,253.00,0.406
256,0.000,200,319.00,0.442
348,0.000,200,320.00,0.442
439,0.000,200,338.00,0.452
531,0.000,200,399.00,0.485
622,0.000,200,394.00,0.482
714,0.000,200,346.00,0.456
807,0.000,200,373.00,0.471
898,0.000,200,383.00,0.476
990,0.000,200,440.00,0.507
1081,0.000,200,496.00,0.537
1173,0.000,200,495.00,0.536
1264,0.000,200,484.00,0.530
1357,0.000,200,517.00,0.548
1448,0.000,200,514.00,0.547
1540,0.000,200,520.00,0.550
1632,0.000,200,559.00,0.571
1723,0.000,200,597.00,0.591
1815,0.000,200,582.00,0.583
1906,0.000,200,590.00,0.588
1999,0.000,200,604.00,0.595
2090,0.000,200,624.00,0.606
2182,0.000,200,614.00,0.601
2273,0.000,200,577.00,0.581
2365,0.000,200,623.00,0.605
2457,0.000,200,662.00,0.626
2548,0.000,200,641.00,0.615
2641,0.000,200,699.00,0.646
2732,0.000,200,752.00,0.675
2824,0.000,200,741.00,0.669
2915,0.000,200,681.00,0.637
3007,0.000,200,707.00,0.651
3098,0.000,200,641.00,0.615
3190,0.000,200,639.00,0.614
3283,0.000,200,738.00,0.667
3374,0.000,200,810.00,0.706
3466,0.000,200,766.00,0.682
3557,0.000,200,740.00,0.668
3649,0.000,200,702.00,0.648
3740,0.000,200,726.00,0.661
3833,0.000,200,752.00,0.675
3925,0.000,200,837.00,0.721
4016,0.000,200,884.00,0.746
4108,0.000,200,837.00,0.721
4199,0.000,200,848.00,0.727
4291,0.000,200,869.00,0.738
4382,0.000,200,893.00,0.751
4475,0.000,200,980.00,0.798
4566,0.000,200,962.00,0.788
4658,0.000,200,928.00,0.770
4750,0.000,200,1006.00,0.812
4841,0.000,200,987.00,0.802
4933,0.000,200,979.00,0.797
5024,0.000,200,982.00,0.799
5117,0.000,200,978.00,0.797
5208,0.000,200,952.00,0.783
5300,0.000,200,981.00,0.798
5392,0.000,200,1102.00,0.864
5483,0.000,200,1087.00,0.856
5575,0.000,200,1089.00,0.857
5667,0.000,200,1062.00,0.842
5759,0.000,200,1100.00,0.863
5850,0.000,200,1177.00,0.904
5942,0.000,200,1208.00,0.921
6034,0.000,200,1159.00,0.894
6125,0.000,200,1067.00,0.845
6217,0.000,200,1100.00,0.863
6309,0.000,200,1081.00,0.852
6401,0.000,200,996.00,0.806
6492,0.000,200,969.00,0.792
6584,0.000,200,916.00,0.763
6675,0.000,200,897.00,0.753
6767,0.000,200,860.00,0.733
6859,0.000,200,799.00,0.700