ms,pos,steps,strain,g
0,0.000,200,117.00,0.333
2,0.000,200,-123.00,0.203
76,0.000,200,-6.00,0.266
168,0.000,200,172.00,0.362
261,0.000,200,221.00,0.389
352,0.000,200,217.00,0.387
444,0.000,200,463.00,0.519
536,0.000,200,695.00,0.644
627,0.000,200,751.00,0.674
719,0.000,200,717.00,0.656
810,0.000,200,605.00,0.596
903,0.000,200,575.00,0.580
995,0.000,200,591.00,0.588
1086,0.000,200,640.00,0.615
1178,0.000,200,812.00,0.707
1270,0.000,200,1005.00,0.811
1361,0.000,200,859.00,0.733
1453,0.000,200,687.00,0.640
1546,0.000,200,684.00,0.638
1637,0.000,200,781.00,0.691
1729,0.000,200,906.00,0.758
1820,0.000,200,1123.00,0.875
1912,0.000,200,1194.00,0.913
2004,0.000,200,1338.00,0.991
2096,0.000,200,1757.00,1.217
2188,0.000,200,1596.00,1.130
2280,0.000,200,1471.00,1.063
2371,0.000,200,1129.00,0.878
2463,0.000,200,821.00,0.712
2555,0.000,200,902.00,0.756
2646,0.000,200,938.00,0.775
2739,0.000,200,947.00,0.780
2830,0.000,200,1655.00,1.162
2922,0.000,200,1844.00,1.264
3014,0.000,200,1241.00,0.939
3105,0.000,200,888.00,0.748
3197,0.000,200,956.00,0.785
3290,0.000,200,1805.00,1.243
3381,0.000,200,2463.00,1.597
3473,0.000,200,3049.00,1.913
3565,0.000,200,3675.00,2.251
3656,0.000,200,2711.00,1.731
3748,0.000,200,2541.00,1.639
3840,0.000,200,2060.00,1.380
3932,0.000,200,2096.00,1.399
4024,0.000,200,2887.00,1.826
4115,0.000,200,3100.00,1.941
4207,0.000,200,2638.00,1.692
4299,0.000,200,1643.00,1.155
4390,0.000,200,1431.00,1.041
4482,0.000,200,2430.00,1.580
4575,0.000,200,3579.00,2.199
4666,0.000,200,3988.00,2.419
4758,0.000,200,2190.00,1.450
4850,0.000,200,1377.00,1.012
4941,0.000,200,1596.00,1.130
5033,0.000,200,1330.00,0.987
5125,0.000,200,1303.00,0.972
5217,0.000,200,1349.00,0.997
5309,0.000,200,1548.00,1.104
5400,0.000,200,1399.00,1.024
5492,0.000,200,1374.00,1.010
5584,0.000,200,1563.00,1.112
5675,0.000,200,3089.00,1.935
5768,0.000,200,3170.00,1.978
5860,0.000,200,1706.00,1.189
5951,0.000,200,1824.00,1.253
6043,0.000,200,1983.00,1.339
6134,0.000,200,1245.00,0.941
6226,0.000,200,913.00,0.762
6318,0.000,200,713.00,0.654
6410,0.000,200,713.00,0.654
6502,0.000,200,660.00,0.625
6593,0.000,200,503.00,0.541
6685,0.000,200,460.00,0.518
6777,0.000,200,337.00,0.451
6868,0.000,200,6.00,0.273
6961,0.000,200,5.00,0.272
7053,0.000,200,218.00,0.387
7144,0.000,200,606.00,0.596
7236,0.000,200,839.00,0.722