ms,pos,steps,strain,g
0,0.000,200,-2110.00,-0.868
2,0.000,200,-2076.00,-0.850
83,0.000,200,-1313.00,-0.438
175,0.000,200,-506.00,-0.003
266,0.000,200,-400.00,0.054
359,0.000,200,-239.00,0.141
451,0.000,200,-184.00,0.170
542,0.000,200,-232.00,0.144
634,0.000,200,-152.00,0.188
726,0.000,200,-134.00,0.197
817,0.000,200,-200.00,0.162
910,0.000,200,-186.00,0.169
1002,0.000,200,-199.00,0.162
1093,0.000,200,-256.00,0.132
1185,0.000,200,-250.00,0.135
1277,0.000,200,-296.00,0.110
1368,0.000,200,-309.00,0.103
1460,0.000,200,-267.00,0.126
1553,0.000,200,-252.00,0.134
1644,0.000,200,-283.00,0.117
1736,0.000,200,-431.00,0.037
1828,0.000,200,-419.00,0.044
1919,0.000,200,-434.00,0.036
2011,0.000,200,-393.00,0.058
2104,0.000,200,-366.00,0.072
2195,0.000,200,-261.00,0.129
2287,0.000,200,-220.00,0.151
2379,0.000,200,-201.00,0.161
2470,0.000,200,-156.00,0.185
2562,0.000,200,-140.00,0.194
2654,0.000,200,-66.00,0.234
2746,0.000,200,16.00,0.278
2838,0.000,200,-73.00,0.230
2930,0.000,200,-60.00,0.237
3021,0.000,200,-12.00,0.263
3113,0.000,200,77.00,0.311
3205,0.000,200,34.00,0.288
3296,0.000,200,-3.00,0.268
3389,0.000,200,63.00,0.304
3481,0.000,200,106.00,0.327
3572,0.000,200,44.00,0.293
3664,0.000,200,-10.00,0.264
3755,0.000,200,-57.00,0.239
3847,0.000,200,-46.00,0.245
3940,0.000,200,-108.00,0.211
4031,0.000,200,-187.00,0.169
4123,0.000,200,-173.00,0.176
4215,0.000,200,-86.00,0.223
4306,0.000,200,-13.00,0.263
4398,0.000,200,-48.00,0.244
4490,0.000,200,2.00,0.271
4582,0.000,200,20.00,0.280
4674,0.000,200,-43.00,0.246
4766,0.000,200,-93.00,0.219
4857,0.000,200,-48.00,0.244
4949,0.000,200,-45.00,0.245
5041,0.000,200,-54.00,0.240
5133,0.000,200,-55.00,0.240
5225,0.000,200,-61.00,0.237
5317,0.000,200,-27.00,0.255
5408,0.000,200,67.00,0.306
5500,0.000,200,136.00,0.343
5592,0.000,200,153.00,0.352
5683,0.000,200,214.00,0.385
5776,0.000,200,105.00,0.326
5868,0.000,200,-8.00,0.265
5959,0.000,200,43.00,0.293
6051,0.000,200,107.00,0.327
6143,0.000,200,67.00,0.306
6234,0.000,200,-20.00,0.259
6326,0.000,200,-10.00,0.264
6418,0.000,200,53.00,0.298
6510,0.000,200,176.00,0.364
6602,0.000,200,149.00,0.350
6693,0.000,200,50.00,0.296
6785,0.000,200,57.00,0.300
6877,0.000,200,-22.00,0.258
6969,0.000,200,-44.00,0.246
7061,0.000,200,-140.00,0.194