ms,pos,steps,strain,g
0,0.000,200,1464.00,1.059
2,0.000,200,1357.00,1.001
94,0.000,200,1277.00,0.958
195,0.000,200,1437.00,1.044
297,0.000,200,3127.00,1.955
398,0.000,200,5570.00,3.272
499,0.000,200,6250.00,3.639
601,0.000,200,6548.00,3.799
702,0.000,200,6944.00,4.013
803,0.000,200,7252.00,4.179
905,0.000,200,7600.00,4.367
1007,0.000,200,7895.00,4.526
1109,0.000,200,8065.00,4.617
1210,0.000,200,8298.00,4.743
1311,0.000,200,8480.00,4.841
1413,0.000,200,8615.00,4.914
1514,0.000,200,8816.00,5.022
1615,0.000,200,9019.00,5.132
1717,0.000,200,9188.00,5.223
1818,0.000,200,9310.00,5.288
1920,0.000,200,9437.00,5.357
2021,0.000,200,9562.00,5.424
2122,0.000,200,9705.00,5.501
2224,0.000,200,9858.00,5.584
2325,0.000,200,9945.00,5.631
2426,0.000,200,9972.00,5.645
2529,0.000,200,10095.00,5.712
2630,0.000,200,10219.00,5.778
2732,0.000,200,10314.00,5.830
2833,0.000,200,10424.00,5.889
2934,0.000,200,10504.00,5.932
3036,0.000,200,10611.00,5.990
3137,0.000,200,10700.00,6.038
3238,0.000,200,10709.00,6.043
3340,0.000,200,10826.00,6.106
3441,0.000,200,10923.00,6.158
3544,0.000,200,10967.00,6.182
3645,0.000,200,11063.00,6.233
3746,0.000,200,11169.00,6.291
3848,0.000,200,11247.00,6.333
3949,0.000,200,11319.00,6.371
4051,0.000,200,11388.00,6.409
4152,0.000,200,11459.00,6.447
4253,0.000,200,11540.00,6.491
4355,0.000,200,11661.00,6.556
4456,0.000,200,11723.00,6.589
4557,0.000,200,11788.00,6.624
4660,0.000,200,11834.00,6.649
4761,0.000,200,11874.00,6.671
4863,0.000,200,11972.00,6.723
4964,0.000,200,12040.00,6.760
5065,0.000,200,12089.00,6.787
5167,0.000,200,12148.00,6.818
5268,0.000,200,12272.00,6.885
5369,0.000,200,12385.00,6.946
5471,0.000,200,12401.00,6.955
5572,0.000,200,12476.00,6.995
5674,0.000,200,12557.00,7.039
5775,0.000,200,12607.00,7.066
5876,0.000,200,12678.00,7.104
5979,0.000,200,12730.00,7.132
6080,0.000,200,12763.00,7.150
6181,0.000,200,12849.00,7.196
6283,0.000,200,12937.00,7.244
6384,0.000,200,12991.00,7.273
6486,0.000,200,13015.00,7.286
6587,0.000,200,13074.00,7.318
6688,0.000,200,13195.00,7.383
6790,0.000,200,13229.00,7.401
6891,0.000,200,13261.00,7.418
6992,0.000,200,13303.00,7.441
7094,0.000,200,13328.00,7.454
7196,0.000,200,13427.00,7.508
7298,0.000,200,13500.00,7.547
7399,0.000,200,13558.00,7.578
7500,0.000,200,13594.00,7.598
7602,0.000,200,13661.00,7.634
7703,0.000,200,13746.00,7.680
7805,0.000,200,13781.00,7.699
7906,0.000,200,13829.00,7.725
8007,0.000,200,13898.00,7.762
8109,0.000,200,13995.00,7.814
8210,0.000,200,14076.00,7.858
8312,0.000,200,14097.00,7.869
8414,0.000,200,14150.00,7.898
8515,0.000,200,14244.00,7.948
8617,0.000,200,14307.00,7.982
8718,0.000,200,14383.00,8.023
8819,0.000,200,14442.00,8.055
8921,0.000,200,14505.00,8.089
9022,0.000,200,14579.00,8.129
9123,0.000,200,14659.00,8.172
