fish,trial,frame,frame_raw,time_ms,pt_num,landmark,x,y,z
bass_2,s01,63,192,62,4,uro,7.678914,1.24873,1.483554
bass_2,s01,64,193,63,3,basi,7.29886,1.720055,1.783337
bass_2,s01,64,193,63,2,eye,9.030557,2.347356,2.118183
bass_2,s01,64,193,63,1,lj,6.928575,2.624772,2.11805
bass_2,s01,64,193,63,6,p2,10.04560451417695,-0.1769004213731236,0.2618416582432398
bass_2,s01,64,193,63,6,pm,7.282518,3.076488,1.777187
bass_2,s01,64,193,63,8,quad,8.359096008245174,1.4378211904838014,2.0551282694457482
bass_2,s01,64,193,63,7,so,8.898499,0.909194,2.032519
bass_2,s01,64,193,63,4,uro,7.674742,1.257898,1.491229
bass_2,s01,65,194,64,3,basi,7.281299,1.720868,1.791863
bass_2,s01,65,194,64,2,eye,9.003946,2.337303,2.121048
bass_2,s01,65,194,64,1,lj,6.926445,2.634511,2.117382
bass_2,s01,65,194,64,6,p2,10.037811730338031,-0.16344488580505245,0.2643117540352606
bass_2,s01,65,194,64,6,pm,7.259538,3.063369,1.798527
bass_2,s01,65,194,64,8,quad,8.351848602438249,1.3333099072883605,2.0763586201861903
bass_2,s01,65,194,64,7,so,8.888548,0.897415,2.033026
bass_2,s01,65,194,64,4,uro,7.658509,1.262462,1.494828
bass_2,s01,66,195,65,3,basi,7.278628,1.720992,1.791886
bass_2,s01,66,195,65,2,eye,8.983148,2.327541,2.128639
bass_2,s01,66,195,65,1,lj,6.928312,2.63455,2.117439
bass_2,s01,66,195,65,6,p2,10.030379587680187,-0.15131802029369582,0.2652655324691259
bass_2,s01,66,195,65,6,pm,7.247329,3.036337,1.837843
bass_2,s01,66,195,65,8,quad,8.28440216747003,1.3724328876436036,2.0939702685945973
bass_2,s01,66,195,65,7,so,8.875137,0.88331,2.034519
bass_2,s01,66,195,65,4,uro,7.643988,1.271602,1.494103
bass_2,s01,67,196,66,3,basi,7.26097,1.72208,1.804751
bass_2,s01,67,196,66,2,eye,8.964218,2.322678,2.131175
bass_2,s01,67,196,66,1,lj,6.922452,2.624903,2.118011
bass_2,s01,67,196,66,6,p2,10.023148609479277,-0.1405272889219157,0.2656594700282696
bass_2,s01,67,196,66,6,pm,7.233637,3.027409,1.853422
bass_2,s01,67,196,66,8,quad,8.367263736369509,1.393966289004344,2.0644890527288835
bass_2,s01,67,196,66,7,so,8.866664,0.883494,2.034477
bass_2,s01,67,196,66,4,uro,7.635021,1.277477,1.51499
bass_2,s01,68,197,67,3,basi,7.255529,1.7226,1.809137
bass_2,s01,68,197,67,2,eye,8.942546,2.317939,2.131495
bass_2,s01,68,197,67,1,lj,6.914072,2.620354,2.118351
bass_2,s01,68,197,67,6,p2,10.01623831650027,-0.13104683331869812,0.2656842136757903
bass_2,s01,68,197,67,6,pm,7.211837,2.997406,1.873851
bass_2,s01,68,197,67,8,quad,8.278418516448601,1.3901128873461528,2.0549390753925967
bass_2,s01,68,197,67,7,so,8.861674,0.883215,2.028512
bass_2,s01,68,197,67,4,uro,7.627485,1.286474,1.522536
bass_2,s01,69,198,68,3,basi,7.252191,1.722486,1.809014
bass_2,s01,69,198,68,2,eye,8.928744,2.31554,2.131587
bass_2,s01,69,198,68,1,lj,6.905768,2.615633,2.115225
bass_2,s01,69,198,68,6,p2,10.009369130398072,-0.12252612466063614,0.26543755924201884
bass_2,s01,69,198,68,6,pm,7.183699,3.001103,1.891446
bass_2,s01,69,198,68,8,quad,8.300978176815828,1.3431707763079297,2.014595439573995
bass_2,s01,69,198,68,7,so,8.84718,0.872228,2.0236170000000002
bass_2,s01,69,198,68,4,uro,7.611797,1.287098,1.526735
bass_2,s01,70,199,69,3,basi,7.230055,1.730644,1.795139
bass_2,s01,70,199,69,2,eye,8.913447,2.310515,2.129634
bass_2,s01,70,199,69,1,lj,6.885121,2.601292,2.105836
bass_2,s01,70,199,69,6,p2,10.00300788535494,-0.11507010898511348,0.26499270013163684
bass_2,s01,70,199,69,6,pm,7.168676,2.970397,1.899839
bass_2,s01,70,199,69,8,quad,8.321578496741708,1.3528608034990068,2.0550127339873465
bass_2,s01,70,199,69,7,so,8.841404,0.87119,2.01725
bass_2,s01,70,199,69,4,uro,7.598119,1.2963,1.530185
bass_2,s01,71,200,70,3,basi,7.219508,1.731268,1.803681
bass_2,s01,71,200,70,2,eye,8.893816,2.297117,2.130211
bass_2,s01,71,200,70,1,lj,6.879289,2.586544,2.099863
bass_2,s01,71,200,70,6,p2,9.996506997190949,-0.10865810575269476,0.26462484744117404
bass_2,s01,71,200,70,6,pm,7.152337,2.956522,1.906852
bass_2,s01,71,200,70,8,quad,8.264908990739524,1.3462333505932107,2.024184609312623
bass_2,s01,71,200,70,7,so,8.822994,0.866999,2.008437
bass_2,s01,71,200,70,4,uro,7.589817,1.304921,1.529289
bass_2,s01,72,201,71,3,basi,7.204679,1.727165,1.803879
bass_2,s01,72,201,71,2,eye,8.86472,2.284339,2.130955
bass_2,s01,72,201,71,1,lj,6.867219,2.582315,2.110419
bass_2,s01,72,201,71,6,p2,9.99004398070337,-0.103373109723109,0.2647512836458806
bass_2,s01,72,201,71,6,pm,7.136983,2.945324,1.916769
bass_2,s01,72,201,71,8,quad,8.263017444791988,1.3215493726242074,2.0434078679397523
bass_2,s01,72,201,71,7,so,8.81334,0.858137,1.993878
bass_2,s01,72,201,71,4,uro,7.574289,1.309789,1.533079
bass_2,s01,73,202,72,3,basi,7.200338,1.72723,1.803841
bass_2,s01,73,202,72,2,eye,8.841667,2.279709,2.131311
bass_2,s01,73,202,72,1,lj,6.85289,2.567897,2.104481
bass_2,s01,73,202,72,6,p2,9.983343783064733,-0.09905650135896817,0.26515211642780095
bass_2,s01,73,202,72,6,pm,7.129415,2.94312,1.919855
bass_2,s01,73,202,72,8,quad,8.247488048030746,1.3487199026089487,2.0241925723033956
bass_2,s01,73,202,72,7,so,8.803813,0.857645,1.990607
bass_2,s01,73,202,72,4,uro,7.568358,1.31432,1.536841
bass_2,s01,74,203,73,3,basi,7.200202,1.722988,1.804214
bass_2,s01,74,203,73,2,eye,8.825929,2.27688,2.126678
bass_2,s01,74,203,73,1,lj,6.844781,2.563226,2.104761
bass_2,s01,74,203,73,6,p2,9.977153661114857,-0.09489679574116866,0.2658413223866959
bass_2,s01,74,203,73,6,pm,7.11389,2.924495,1.927282
bass_2,s01,74,203,73,8,quad,8.304354122632821,1.3499773304314306,1.989276177628081
bass_2,s01,74,203,73,7,so,8.80798,0.85016,1.985586
bass_2,s01,74,203,73,4,uro,7.557818,1.305561,1.533232
bass_2,s01,75,204,74,3,basi,7.18447,1.718781,1.800155
bass_2,s01,75,204,74,2,eye,8.815558,2.271808,2.128446
bass_2,s01,75,204,74,1,lj,6.834256,2.544166,2.102708
bass_2,s01,75,204,74,6,p2,9.971252902813664,-0.0919203557735721,0.2667173464608682
bass_2,s01,75,204,74,6,pm,7.103443,2.91983,1.930467
bass_2,s01,75,204,74,8,quad,8.257205688355121,1.2821211683533482,2.036810786682973
bass_2,s01,75,204,74,7,so,8.801096,0.838455,1.983335
bass_2,s01,75,204,74,4,uro,7.539987,1.30275,1.550609
bass_2,s01,76,205,75,3,basi,7.169282,1.706472,1.805439
bass_2,s01,76,205,75,2,eye,8.804047,2.269242,2.132451
bass_2,s01,76,205,75,1,lj,6.819989,2.534683,2.099865
bass_2,s01,76,205,75,6,p2,9.965346826323112,-0.08930937678729009,0.2684267274481234
bass_2,s01,76,205,75,6,pm,7.082002,2.915377,1.930653
bass_2,s01,76,205,75,8,quad,8.237080728758562,1.3353978185522741,1.9821150416373365
bass_2,s01,76,205,75,7,so,8.790629,0.834224,1.968919
bass_2,s01,76,205,75,4,uro,7.537247,1.303186,1.554921
bass_2,s01,77,206,76,3,basi,7.167902,1.705587,1.792369
bass_2,s01,77,206,76,2,eye,8.777993,2.261856,2.132897
bass_2,s01,77,206,76,1,lj,6.801747,2.529774,2.089749
bass_2,s01,77,206,76,6,p2,9.959350652652006,-0.08714456106836412,0.2704362166808692
bass_2,s01,77,206,76,6,pm,7.061299,2.901623,1.931802
bass_2,s01,77,206,76,8,quad,8.271108046894325,1.3034995415859352,2.0341057396468294
bass_2,s01,77,206,76,7,so,8.797384,0.823739,1.970388
bass_2,s01,77,206,76,4,uro,7.514852,1.303499,1.558841
bass_2,s01,78,207,77,3,basi,7.162828,1.714307,1.79166
bass_2,s01,78,207,77,2,eye,8.764821,2.257072,2.139283
bass_2,s01,78,207,77,1,lj,6.793647,2.525103,2.090032
bass_2,s01,78,207,77,6,p2,9.953882979952704,-0.08540838011389239,0.27223246588876
bass_2,s01,78,207,77,6,pm,7.053426,2.88722,1.932801
bass_2,s01,78,207,77,8,quad,8.245233399319662,1.3109350957652441,2.005867739907208
bass_2,s01,78,207,77,7,so,8.784417,0.814876,1.955814
bass_2,s01,78,207,77,4,uro,7.525609,1.302351,1.550155
bass_2,s01,79,208,78,3,basi,7.159587,1.713926,1.787205
bass_2,s01,79,208,78,2,eye,8.753052,2.25753,2.143282
bass_2,s01,79,208,78,1,lj,6.77076,2.496575,2.085207
bass_2,s01,79,208,78,6,p2,9.948873464780558,-0.08355002596775377,0.2746404192984608
bass_2,s01,79,208,78,6,pm,7.046637,2.875469,1.933782
bass_2,s01,79,208,78,8,quad,8.20697613248615,1.3038464973092343,2.039622795980414
bass_2,s01,79,208,78,7,so,8.775992,0.81863,1.949637
bass_2,s01,79,208,78,4,uro,7.505037,1.302046,1.537299
bass_2,s01,80,209,79,3,basi,7.150352,1.706401,1.800889
bass_2,s01,80,209,79,2,eye,8.741457,2.254951,2.143316
bass_2,s01,80,209,79,1,lj,6.759808,2.482655,2.086358
bass_2,s01,80,209,79,6,p2,9.943805282508878,-0.08224821418660842,0.2775398443416655
bass_2,s01,80,209,79,6,pm,7.024241,2.870874,1.933864
bass_2,s01,80,209,79,8,quad,8.193987004969733,1.2585239549979983,1.9854343078539383
bass_2,s01,80,209,79,7,so,8.760982,0.815063,1.949766
bass_2,s01,80,209,79,4,uro,7.494628,1.302393,1.5414350000000001
bass_2,s01,81,210,80,3,basi,7.140697,1.697376,1.78863
bass_2,s01,81,210,80,2,eye,8.722434,2.247447,2.145798
bass_2,s01,81,210,80,1,lj,6.743511,2.468545,2.087301
bass_2,s01,81,210,80,6,p2,9.938835573981947,-0.0810988467192674,0.28056544996873306
bass_2,s01,81,210,80,6,pm,7.010387,2.86645,1.931305
bass_2,s01,81,210,80,8,quad,8.147785975219636,1.286454845879211,1.978095166516404
bass_2,s01,81,210,80,7,so,8.748522,0.810566,1.936797
bass_2,s01,81,210,80,4,uro,7.471727,1.299255,1.550312
bass_2,s01,82,211,81,3,basi,7.133211,1.696784,1.779806
bass_2,s01,82,211,81,2,eye,8.700919,2.242855,2.146199
bass_2,s01,82,211,81,1,lj,6.722984,2.454585,2.088252
bass_2,s01,82,211,81,6,p2,9.933726052843472,-0.07988889878071655,0.28397715985607774
bass_2,s01,82,211,81,6,pm,6.995521,2.861773,1.928573
bass_2,s01,82,211,81,8,quad,8.200536906435921,1.2745932177555899,1.93797268819413
bass_2,s01,82,211,81,7,so,8.733662,0.808769,1.920381
bass_2,s01,82,211,81,4,uro,7.455826,1.291067,1.551044
bass_2,s01,83,212,82,3,basi,7.12867,1.683559,1.77223
bass_2,s01,83,212,82,2,eye,8.686981,2.243105,2.146088
bass_2,s01,83,212,82,1,lj,6.718731,2.440155,2.085886
bass_2,s01,83,212,82,6,p2,9.929413037763362,-0.07890120616192887,0.28775647484285505
bass_2,s01,83,212,82,6,pm,6.987139,2.854486,1.923124
bass_2,s01,83,212,82,8,quad,8.16284099403084,1.2729824063102162,1.9228688056790266
bass_2,s01,83,212,82,7,so,8.725951,0.808358,1.909882
bass_2,s01,83,212,82,4,uro,7.45724,1.294212,1.537705
bass_2,s01,84,213,83,3,basi,7.12353,1.679165,1.772436
bass_2,s01,84,213,83,2,eye,8.694112,2.242777,2.144058
bass_2,s01,84,213,83,1,lj,6.690784,2.425471,2.072912
bass_2,s01,84,213,83,6,p2,9.92522627218822,-0.07794878567155686,0.29120972476874224
bass_2,s01,84,213,83,6,pm,6.988131,2.846439,1.908671
bass_2,s01,84,213,83,8,quad,8.18536596898619,1.2846716599352563,1.9917743491465094
bass_2,s01,84,213,83,7,so,8.713547,0.799833,1.9072769999999999
bass_2,s01,84,213,83,4,uro,7.445772,1.295066,1.546215
bass_2,s01,85,214,84,3,basi,7.109413,1.66595,1.760536
bass_2,s01,85,214,84,2,eye,8.676846,2.242949,2.143846
bass_2,s01,85,214,84,1,lj,6.678184,2.416089,2.07019
bass_2,s01,85,214,84,6,p2,9.920685302781624,-0.07705976996255583,0.2952226830903049
bass_2,s01,85,214,84,6,pm,6.971767,2.838631,1.888238
bass_2,s01,85,214,84,8,quad,8.176274323036244,1.2358364839245835,1.9473277904897
bass_2,s01,85,214,84,7,so,8.708808,0.799832,1.902119
bass_2,s01,85,214,84,4,uro,7.439935,1.299307,1.545703
bass_2,s01,86,215,85,3,basi,7.109829,1.669356,1.747166
bass_2,s01,86,215,85,2,eye,8.680071,2.244911,2.139685
bass_2,s01,86,215,85,1,lj,6.662418,2.406293,2.063829
bass_2,s01,86,215,85,6,p2,9.916542660619395,-0.07660662158626978,0.29825969785808565
bass_2,s01,86,215,85,6,pm,6.965007,2.831318,1.888628
bass_2,s01,86,215,85,8,quad,8.068868054320973,1.2537001281594227,1.9329107172643185
bass_2,s01,86,215,85,7,so,8.699608,0.799413,1.896677
bass_2,s01,86,215,85,4,uro,7.419779,1.29573,1.550268
bass_2,s01,87,216,86,3,basi,7.10247,1.661322,1.752236
bass_2,s01,87,216,86,2,eye,8.670853,2.24288,2.139714
bass_2,s01,87,216,86,1,lj,6.652443,2.41123,2.063362
bass_2,s01,87,216,86,6,p2,9.91253599324232,-0.07606360781543198,0.30137657947759033
bass_2,s01,87,216,86,6,pm,6.950541,2.833413,1.876356
bass_2,s01,87,216,86,8,quad,8.191103443343236,1.2403663785024315,1.9683744307359021
bass_2,s01,87,216,86,7,so,8.688715,0.799063,1.883623
bass_2,s01,87,216,86,4,uro,7.425253,1.294867,1.541654
bass_2,s01,88,217,87,3,basi,7.095337,1.657252,1.752596
bass_2,s01,88,217,87,2,eye,8.665891,2.242868,2.139619
bass_2,s01,88,217,87,1,lj,6.637912,2.391918,2.05447
bass_2,s01,88,217,87,6,p2,9.909050029355107,-0.07588716179766168,0.3042578695931178
bass_2,s01,88,217,87,6,pm,6.942596,2.838058,1.867005
bass_2,s01,88,217,87,8,quad,8.072187345693658,1.2707186987229526,1.9420223526265372
bass_2,s01,88,217,87,7,so,8.681142,0.798374,1.87299
bass_2,s01,88,217,87,4,uro,7.413871,1.286013,1.533871
bass_2,s01,89,218,88,3,basi,7.083419,1.657005,1.748078
bass_2,s01,89,218,88,2,eye,8.652672,2.23668,2.141889
bass_2,s01,89,218,88,1,lj,6.623532,2.386807,2.04105
bass_2,s01,89,218,88,6,p2,9.905203793712973,-0.07557388241870543,0.3062277054637757
bass_2,s01,89,218,88,6,pm,6.934045,2.830926,1.867477
bass_2,s01,89,218,88,8,quad,8.100775290823501,1.2084016202197514,1.9111870549713534
bass_2,s01,89,218,88,7,so,8.66734,0.797814,1.867404
bass_2,s01,89,218,88,4,uro,7.413968,1.285712,1.529594
bass_2,s01,90,219,89,3,basi,7.07266,1.639821,1.74514
bass_2,s01,90,219,89,2,eye,8.640248,2.23097,2.14443
bass_2,s01,90,219,89,1,lj,6.613627,2.372493,2.042013
bass_2,s01,90,219,89,6,p2,9.90145616770388,-0.07564108703146427,0.3083242624856627
bass_2,s01,90,219,89,6,pm,6.927674,2.828453,1.861704
bass_2,s01,90,219,89,8,quad,8.087390044578747,1.2980889877867194,1.933031740548293
bass_2,s01,90,219,89,7,so,8.669176,0.79707,1.859434
bass_2,s01,90,219,89,4,uro,7.396317,1.28716,1.546552
bass_2,s01,91,220,90,3,basi,7.07157,1.64026,1.74954
bass_2,s01,91,220,90,2,eye,8.630493,2.227031,2.144707
bass_2,s01,91,220,90,1,lj,6.593507,2.363203,2.042555
bass_2,s01,91,220,90,6,p2,9.898219188809655,-0.07602700314730086,0.30904003926174134
bass_2,s01,91,220,90,6,pm,6.920367,2.823431,1.853121
bass_2,s01,91,220,90,8,quad,8.054206284488728,1.2409926195009922,1.8988319159660527
bass_2,s01,91,220,90,7,so,8.664713,0.796659,1.859154
bass_2,s01,91,220,90,4,uro,7.388303,1.287845,1.550912
bass_2,s01,92,221,91,3,basi,7.068777,1.636124,1.749937
bass_2,s01,92,221,91,2,eye,8.619407,2.220708,2.144963
bass_2,s01,92,221,91,1,lj,6.587722,2.377628,2.041365
bass_2,s01,92,221,91,6,p2,9.894914292604875,-0.07647522350599058,0.3099415492705597
bass_2,s01,92,221,91,6,pm,6.915466,2.813872,1.853848
bass_2,s01,92,221,91,8,quad,8.13944365839444,1.249030076391907,1.8513890692687618
bass_2,s01,92,221,91,7,so,8.663156,0.796589,1.856553
bass_2,s01,92,221,91,4,uro,7.39104,1.287416,1.546607
bass_2,s01,93,222,92,3,basi,7.057758,1.640042,1.740844
bass_2,s01,93,222,92,2,eye,8.609656,2.216769,2.14524
bass_2,s01,93,222,92,1,lj,6.579693,2.363337,2.042379
bass_2,s01,93,222,92,6,p2,9.89195101569736,-0.07680381622737406,0.31054992075320453
bass_2,s01,93,222,92,6,pm,6.906045,2.809117,1.854094
bass_2,s01,93,222,92,8,quad,8.069457377594336,1.2452181084410896,1.8999451291390828
bass_2,s01,93,222,92,7,so,8.654929,0.784811,1.852088
bass_2,s01,93,222,92,4,uro,7.383221,1.287494,1.542413
bass_2,s01,94,223,93,3,basi,7.063088,1.639824,1.74081
bass_2,s01,94,223,93,2,eye,8.595144,2.208497,2.145672
bass_2,s01,94,223,93,1,lj,6.56737,2.353848,2.039619
bass_2,s01,94,223,93,6,p2,9.888684904335443,-0.07752160138600571,0.31080345178677854
bass_2,s01,94,223,93,6,pm,6.902166,2.80426,1.854384
bass_2,s01,94,223,93,8,quad,8.08103243527597,1.2056038023616675,1.8677801861412549
bass_2,s01,94,223,93,7,so,8.645445,0.780577,1.839338
bass_2,s01,94,223,93,4,uro,7.379717,1.283109,1.54269
bass_2,s01,95,224,94,3,basi,7.058785,1.644416,1.744718
bass_2,s01,95,224,94,2,eye,8.587662,2.20908,2.145855
bass_2,s01,95,224,94,1,lj,6.554834,2.353869,2.032744
bass_2,s01,95,224,94,6,p2,9.88643135591864,-0.07824739747556642,0.3108905412231955
bass_2,s01,95,224,94,6,pm,6.887171,2.795028,1.85512
bass_2,s01,95,224,94,8,quad,8.065391126576081,1.2215461111961265,1.92599182254641
bass_2,s01,95,224,94,7,so,8.637298,0.772948,1.839822
bass_2,s01,95,224,94,4,uro,7.378041,1.283043,1.542625
bass_2,s01,96,225,95,3,basi,7.05593,1.645088,1.753389
bass_2,s01,96,225,95,2,eye,8.579049,2.202964,2.146265
bass_2,s01,96,225,95,1,lj,6.542972,2.339261,2.026848
bass_2,s01,96,225,95,6,p2,9.884204191279585,-0.07915881924269141,0.3106459717996186
bass_2,s01,96,225,95,6,pm,6.878737,2.790394,1.855459
bass_2,s01,96,225,95,8,quad,8.046303391145855,1.1976879494341337,1.9206414993391125
bass_2,s01,96,225,95,7,so,8.637298,0.772948,1.839822
bass_2,s01,96,225,95,4,uro,7.375597,1.282565,1.5341
bass_2,s01,97,226,96,3,basi,7.071344,1.622428,1.738087
bass_2,s01,97,226,96,2,eye,8.566783,2.196631,2.14452
bass_2,s01,97,226,96,1,lj,6.542873,2.33449,2.027233
bass_2,s01,97,226,96,6,p2,9.882396012117372,-0.07997623459996439,0.3106800319869279
bass_2,s01,97,226,96,6,pm,6.873204,2.785435,1.84986
bass_2,s01,97,226,96,8,quad,8.035215019621354,1.1759558978044218,1.8226478742123617
bass_2,s01,97,226,96,7,so,8.632188,0.76117,1.835418
bass_2,s01,97,226,96,4,uro,7.372959,1.282691,1.534127
bass_2,s01,98,227,97,3,basi,7.049355,1.623095,1.738096
bass_2,s01,98,227,97,2,eye,8.557464,2.192525,2.144715
bass_2,s01,98,227,97,1,lj,6.542712,2.319806,2.021519
bass_2,s01,98,227,97,6,p2,9.881046556896328,-0.08101851769822271,0.31097785927530086
bass_2,s01,98,227,97,6,pm,6.857024,2.797436,1.842761
bass_2,s01,98,227,97,8,quad,8.04476630215772,1.1717405107025463,1.871820610372942
bass_2,s01,98,227,97,7,so,8.630487,0.757149,1.830522
bass_2,s01,98,227,97,4,uro,7.372959,1.282691,1.534127
bass_2,s01,99,228,98,3,basi,7.041005,1.622874,1.737819
bass_2,s01,99,228,98,2,eye,8.547297,2.188744,2.145072
bass_2,s01,99,228,98,1,lj,6.536691,2.319734,2.018041
bass_2,s01,99,228,98,6,p2,9.88034617314443,-0.08205041454336588,0.31151680700333684
bass_2,s01,99,228,98,6,pm,6.85201,2.78309,1.843898
bass_2,s01,99,228,98,8,quad,8.041405592872717,1.206608952483201,1.851101285955268
bass_2,s01,99,228,98,7,so,8.628716,0.753332,1.828265
bass_2,s01,99,228,98,4,uro,7.371087,1.283229,1.542615
bass_2,s01,100,229,99,3,basi,7.041099,1.622591,1.733496
bass_2,s01,100,229,99,2,eye,8.540758,2.182598,2.145503
bass_2,s01,100,229,99,1,lj,6.526772,2.304948,2.008773
bass_2,s01,100,229,99,6,p2,9.880325856050126,-0.08301127810303624,0.3122816672291583
bass_2,s01,100,229,99,6,pm,6.849935,2.77358,1.844713
bass_2,s01,100,229,99,8,quad,8.058141588209532,1.1898266707310798,1.8349889095163905
bass_2,s01,100,229,99,7,so,8.629081,0.760882,1.825079
bass_2,s01,100,229,99,4,uro,7.373054,1.277987,1.534288
bass_2,s01,101,230,100,3,basi,7.041193,1.622308,1.729172
bass_2,s01,101,230,100,2,eye,8.535891,2.176195,2.145825
bass_2,s01,101,230,100,1,lj,6.520512,2.30495,2.005339
bass_2,s01,101,230,100,6,p2,9.88048590383063,-0.08425018444542937,0.31312452156158144
bass_2,s01,101,230,100,6,pm,6.849751,2.766397,1.845319
bass_2,s01,101,230,100,8,quad,7.997057435148379,1.1751218030737636,1.8590204551767366
bass_2,s01,101,230,100,7,so,8.626731,0.745771,1.82635
bass_2,s01,101,230,100,4,uro,7.363658,1.277697,1.525753
bass_2,s01,102,231,101,3,basi,7.041412,1.626273,1.724465
bass_2,s01,102,231,101,2,eye,8.52689,2.16985,2.146105
bass_2,s01,102,231,101,1,lj,6.518443,2.299866,1.998863
bass_2,s01,102,231,101,6,p2,9.880953849293968,-0.08523953873838683,0.3147258461706186
bass_2,s01,102,231,101,6,pm,6.846803,2.756733,1.843129
bass_2,s01,102,231,101,8,quad,8.035241181633225,1.1794485646458015,1.8949868105781522
bass_2,s01,102,231,101,7,so,8.626731,0.745771,1.82635
bass_2,s01,102,231,101,4,uro,7.362888,1.272883,1.521734
bass_2,s01,103,232,102,3,basi,7.041631,1.630238,1.719757
bass_2,s01,103,232,102,2,eye,8.517975,2.165972,2.146432
bass_2,s01,103,232,102,1,lj,6.518385,2.289945,1.99278
bass_2,s01,103,232,102,6,p2,9.882045305466844,-0.0863054590403545,0.31669245283321024
bass_2,s01,103,232,102,6,pm,6.846498,2.744763,1.844141
bass_2,s01,103,232,102,8,quad,8.056071322501998,1.1957210601892763,1.8441717072159582
bass_2,s01,103,232,102,7,so,8.618311,0.734312,1.819536
bass_2,s01,103,232,102,4,uro,7.359577,1.267893,1.513471
bass_2,s01,104,233,103,3,basi,7.036585,1.629606,1.706818
bass_2,s01,104,233,103,2,eye,8.506349,2.158127,2.147145
bass_2,s01,104,233,103,1,lj,6.510161,2.285158,1.989694
bass_2,s01,104,233,103,6,p2,9.883278899757045,-0.08733855428130705,0.31881198340144923
bass_2,s01,104,233,103,6,pm,6.841614,2.732673,1.842101
bass_2,s01,104,233,103,8,quad,8.053880281479497,1.1527668136584823,1.8595567457961895
bass_2,s01,104,233,103,7,so,8.612026,0.734215,1.811792
bass_2,s01,104,233,103,4,uro,7.345324,1.255204,1.510412
bass_2,s01,105,234,104,3,basi,7.036303,1.630453,1.71979
bass_2,s01,105,234,104,2,eye,8.499063,2.145908,2.14815
bass_2,s01,105,234,104,1,lj,6.514171,2.285599,1.999985
bass_2,s01,105,234,104,6,p2,9.884402940254374,-0.08841902017657392,0.32098746740309314
bass_2,s01,105,234,104,6,pm,6.834781,2.715861,1.840474
bass_2,s01,105,234,104,8,quad,8.040748252522848,1.1400565012539459,1.8434777944547476
bass_2,s01,105,234,104,7,so,8.610242,0.721815,1.79955
bass_2,s01,105,234,104,4,uro,7.339762,1.256365,1.523281
bass_2,s01,106,235,105,3,basi,7.029209,1.630904,1.724093
bass_2,s01,106,235,105,2,eye,8.504956,2.139206,2.148499
bass_2,s01,106,235,105,1,lj,6.510096,2.280878,2.000329
bass_2,s01,106,235,105,6,p2,9.885972524063568,-0.08972304789008383,0.3226321377292598
bass_2,s01,106,235,105,6,pm,6.830021,2.708559,1.838034
bass_2,s01,106,235,105,8,quad,8.02527898792749,1.1149673526102235,1.8132519377759522
bass_2,s01,106,235,105,7,so,8.608758,0.721532,1.794321
bass_2,s01,106,235,105,4,uro,7.342731,1.250469,1.502309
bass_2,s01,107,236,106,3,basi,7.028751,1.634677,1.719259
bass_2,s01,107,236,106,2,eye,8.501627,2.13086,2.149087
bass_2,s01,107,236,106,1,lj,6.510039,2.270956,1.99425
bass_2,s01,107,236,106,6,p2,9.886562281934228,-0.09030415532726446,0.3252688542952319
bass_2,s01,107,236,106,6,pm,6.823314,2.696534,1.836006
bass_2,s01,107,236,106,8,quad,8.006720084165096,1.1187373641622462,1.8421013376960405
bass_2,s01,107,236,106,7,so,8.604098,0.7213,1.786539
bass_2,s01,107,236,106,4,uro,7.342731,1.250469,1.502309
bass_2,s01,108,237,107,3,basi,7.028253,1.617685,1.720794
bass_2,s01,108,237,107,2,eye,8.489747,2.124481,2.149298
bass_2,s01,108,237,107,1,lj,6.506033,2.266045,1.991168
bass_2,s01,108,237,107,6,p2,9.887640152773852,-0.09144261778794602,0.3268984221892573
bass_2,s01,108,237,107,6,pm,6.818382,2.686884,1.836685
bass_2,s01,108,237,107,8,quad,8.017331209536115,1.1574903745840943,1.8476907173221329
bass_2,s01,108,237,107,7,so,8.605564,0.713003,1.781787
bass_2,s01,108,237,107,4,uro,7.342731,1.250469,1.502309
bass_2,s01,109,238,108,3,basi,7.02723,1.613304,1.716926
bass_2,s01,109,238,108,2,eye,8.481444,2.116512,2.150002
bass_2,s01,109,238,108,1,lj,6.505936,2.261273,1.991558
bass_2,s01,109,238,108,6,p2,9.888479416568876,-0.09265356342042312,0.3278550599981748
bass_2,s01,109,238,108,6,pm,6.817383,2.684475,1.836861
bass_2,s01,109,238,108,8,quad,8.020092406129473,1.1055405502026345,1.8443404843694058
bass_2,s01,109,238,108,7,so,8.598895,0.696919,1.772403
bass_2,s01,109,238,108,4,uro,7.342635,1.250772,1.50658
bass_2,s01,110,239,109,3,basi,7.017513,1.600494,1.717878
bass_2,s01,110,239,109,2,eye,8.468725,2.108149,2.146479
bass_2,s01,110,239,109,1,lj,6.501877,2.241971,1.989608
bass_2,s01,110,239,109,6,p2,9.889453673790271,-0.093568186749349,0.32809107329872433
bass_2,s01,110,239,109,6,pm,6.814622,2.68199,1.834072
bass_2,s01,110,239,109,8,quad,8.020851511881556,1.146543138199242,1.8348051120848667
bass_2,s01,110,239,109,7,so,8.595219,0.685315,1.765631
bass_2,s01,110,239,109,4,uro,7.342924,1.2498610000000001,1.493767
bass_2,s01,111,240,110,3,basi,7.013489,1.5880050000000001,1.719116
bass_2,s01,111,240,110,2,eye,8.461357,2.102318,2.147068
bass_2,s01,111,240,110,1,lj,6.49783,2.246677,1.985789
